source,target,num_edges,timestamp
3943,3052,23555,1448065623.885648
4278,3784,23554,1448065624.838770
4378,2257,23553,1448065625.814936
2070,777,23552,1448065626.778570
730,2070,23551,1448065627.738945
2829,1634,23550,1448065628.706992
1846,1634,23549,1448065629.701568
6773,4378,23548,1448065630.665703
6454,1851,23547,1448065631.624766
7112,1799,23546,1448065632.587918
7113,7112,23545,1448065633.561909
3321,7112,23544,1448065634.524646
2831,100,23543,1448065635.484935
2448,1793,23542,1448065636.446534
3599,1795,23541,1448065637.423678
1795,1794,23540,1448065638.385449
6454,100,23539,1448065639.342899
3324,1795,23538,1448065640.303424
1850,6454,23537,1448065641.279149
1847,1637,23536,1448065642.240111
1638,1637,23535,1448065643.202775
1414,922,23534,1448065644.167212
922,2004,23533,1448065645.148977
1414,923,23532,1448065646.114995
2004,923,23531,1448065647.087453
1041,2004,23530,1448065648.050959
5083,4354,23529,1448065649.029352
1382,1633,23528,1448065649.989442
3081,113,23527,1448065650.951157
1632,1382,23526,1448065651.912657
1844,339,23525,1448065652.893592
6645,339,23524,1448065653.857408
1845,1633,23523,1448065654.818326
3482,179,23522,1448065655.783697
3482,112,23521,1448065656.762997
3928,910,23520,1448065657.728937
1567,910,23519,1448065658.690828
3482,113,23518,1448065659.652024
2781,910,23517,1448065660.630056
6455,909,23516,1448065661.590190
6075,2029,23515,1448065662.551992
5083,2391,23514,1448065663.515093
5420,3080,23513,1448065664.492207
2010,622,23512,1448065665.453952
2712,6626,23511,1448065666.412361
6626,1038,23510,1448065667.373572
5496,1038,23509,1448065668.352843
2243,1845,23508,1448065669.311408
5495,1038,23507,1448065670.274561
5551,1620,23506,1448065671.234611
6475,1620,23505,1448065672.211043
1620,187,23504,1448065673.170858
2049,1038,23503,1448065674.137017
5551,6475,23502,1448065675.098041
4599,2010,23501,1448065676.072858
410,6824,23500,1448065677.036219
5482,3785,23499,1448065677.997549
3053,3785,23498,1448065678.960283
6302,2912,23497,1448065679.937457
3117,2912,23496,1448065680.897721
3785,4278,23495,1448065681.856210
6824,5122,23494,1448065682.814097
5981,2125,23493,1448065683.788837
880,661,23492,1448065684.749106
2124,880,23491,1448065685.707757
5200,2962,23490,1448065686.665169
5976,5200,23489,1448065687.641781
6792,5977,23488,1448065688.605332
2243,910,23487,1448065689.564030
3928,1567,23486,1448065690.522812
2548,2126,23485,1448065691.499325
2125,661,23484,1448065692.459407
5977,130,23483,1448065693.422124
4278,3945,23482,1448065694.383272
5199,4654,23481,1448065695.360003
6792,5976,23480,1448065696.319026
6857,4654,23479,1448065697.279570
882,661,23478,1448065698.236445
5046,539,23477,1448065699.211536
1443,539,23476,1448065700.171832
5725,1301,23475,1448065701.130505
5725,5021,23474,1448065702.091600
6066,5021,23473,1448065703.062036
5021,4455,23472,1448065704.019757
5577,6066,23471,1448065704.983061
5725,7241,23470,1448065705.947199
6066,1729,23469,1448065706.919485
2781,1567,23468,1448065707.877928
3825,6645,23467,1448065708.841569
5794,2961,23466,1448065709.798645
1565,3824,23465,1448065710.770137
866,6645,23464,1448065711.726863
228,1898,23463,1448065712.688250
5577,1301,23462,1448065713.647422
2781,2243,23461,1448065714.608476
2243,909,23460,1448065715.583766
2243,1382,23459,1448065716.541772
1795,6454,23458,1448065717.498229
3324,1794,23457,1448065718.456084
5475,5474,23456,1448065719.430008
5474,3243,23455,1448065720.385786
7315,2845,23454,1448065721.346039
1872,305,23453,1448065722.305870
2831,1570,23452,1448065723.278566
3248,445,23451,1448065724.238302
2967,2845,23450,1448065725.195238
4455,4323,23449,1448065726.150520
7241,1729,23448,1448065727.124333
5577,539,23447,1448065728.083277
6573,1238,23446,1448065729.038717
6572,6055,23445,1448065729.995098
1236,1235,23444,1448065730.969913
6485,1235,23443,1448065731.925052
1236,433,23442,1448065732.880941
4295,433,23441,1448065733.835240
6571,433,23440,1448065734.810372
6325,6324,23439,1448065735.766376
6324,1924,23438,1448065736.724701
5552,1622,23437,1448065737.680959
6767,6325,23436,1448065738.653815
1443,6356,23435,1448065739.607578
1097,7,23434,1448065740.561748
1097,6356,23433,1448065741.514072
6254,920,23432,1448065742.487601
1847,1707,23431,1448065743.442622
2004,6375,23430,1448065744.397191
2004,1414,23429,1448065745.353532
4898,1443,23428,1448065746.327495
6075,5083,23427,1448065747.283401
