source,target,num_edges,timestamp
6702,5698,23555,1447861639.227944
5080,538,23554,1447861682.434928
6702,5699,23553,1447861727.835849
6754,5120,23552,1447861769.284240
5697,6825,23551,1447861811.460415
5698,6824,23550,1447861855.303721
1157,1092,23549,1447861900.424160
4952,4446,23548,1447861943.652480
6356,1096,23547,1447861987.991777
5083,4354,23546,1447862031.679824
6337,5123,23545,1447862076.954524
4354,5020,23544,1447862119.448851
1545,4869,23543,1447862162.656178
4688,1544,23542,1447862207.312430
7315,1523,23541,1447862250.965367
2846,1544,23540,1447862293.856849
5428,1371,23539,1447862337.462762
5502,2047,23538,1447862380.445587
5513,5502,23537,1447862423.782011
41,190,23536,1447862466.293976
1523,922,23535,1447862510.993449
2048,190,23534,1447862553.837292
6824,723,23533,1447862599.996006
3082,111,23532,1447862641.639023
2907,5513,23531,1447862684.000584
6651,563,23530,1447862726.892939
6312,629,23529,1447862770.043817
6961,6960,23528,1447862813.595023
6908,392,23527,1447862857.704297
6908,563,23526,1447862901.984480
6825,6824,23525,1447862946.525005
4067,532,23524,1447862987.351129
180,178,23523,1447863031.256899
6908,3620,23522,1447863076.311522
5657,5139,23521,1447863120.448603
5657,1281,23520,1447863163.299059
1124,4352,23519,1447863206.321982
351,5588,23518,1447863249.852961
5588,4572,23517,1447863293.883226
3945,3785,23516,1447863336.642105
4354,6076,23515,1447863381.360600
4164,2391,23514,1447863423.650519
5502,3904,23513,1447863469.450816
1281,281,23512,1447863512.462470
2912,312,23511,1447863556.113813
1877,2912,23510,1447863599.864122
2021,629,23509,1447863642.883198
4957,535,23508,1447863684.706210
5024,5022,23507,1447863727.075636
1161,1096,23506,1447863769.763836
1161,1160,23505,1447863814.789487
6075,1730,23504,1447863857.709583
1524,541,23503,1447863900.723806
5583,5081,23502,1447863944.649756
607,541,23501,1447863989.990691
4957,4956,23500,1447864033.127866
6374,5586,23499,1447864076.770912
6339,0,23498,1447864120.188068
6420,2247,23497,1447864165.258767
5302,869,23496,1447864207.831776
4960,1099,23495,1447864251.234677
5584,4958,23494,1447864295.248977
5582,1126,23493,1447864339.280849
6121,6059,23492,1447864381.181626
5882,1613,23491,1447864425.307606
6333,1899,23490,1447864467.725041
5883,1615,23489,1447864513.233807
5115,1613,23488,1447864557.356282
5582,9,23487,1447864599.770852
2913,291,23486,1447864644.012667
1872,305,23485,1447864688.498030
1041,923,23484,1447864734.196086
1872,306,23483,1447864777.324886
5565,5502,23482,1447864820.362824
3900,1448,23481,1447864865.840394
5565,1037,23480,1447864908.206000
6141,1545,23479,1447864952.912493
5565,3900,23478,1447864998.324318
2907,5502,23477,1447865043.619964
4869,306,23476,1447865086.522105
6147,2048,23475,1447865128.914571
740,41,23474,1447865172.448282
5565,2846,23473,1447865215.975184
6141,4869,23472,1447865258.078228
2047,3900,23471,1447865301.325221
6580,6579,23470,1447865345.057023
6121,6058,23469,1447865389.731211
3080,177,23468,1447865432.636399
7315,923,23467,1447865475.541916
2845,923,23466,1447865519.405245
6128,5582,23465,1447865564.676731
1874,791,23464,1447865606.936909
5657,2912,23463,1447865649.827850
4353,1203,23462,1447865693.146849
4896,1124,23461,1447865739.220441
1161,5024,23460,1447865782.598160
4958,4896,23459,1447865825.556311
1160,738,23458,1447865869.389913
6128,1161,23457,1447865916.137890
5583,738,23456,1447865958.438465
5467,5103,23455,1447866001.672526
2448,1792,23454,1447866045.251614
3601,2887,23453,1447866089.453482
2890,1310,23452,1447866131.611048
1310,7119,23451,1447866174.591563
2890,2889,23450,1447866219.343065
5143,284,23449,1447866263.172953
3389,7119,23448,1447866306.679880
4353,2606,23447,1447866349.278182
2889,2887,23446,1447866392.900819
7119,7118,23445,1447866439.159786
1615,1950,23444,1447866481.996447
6654,3011,23443,1447866525.285663
6654,3621,23442,1447866568.989829
3621,137,23441,1447866614.948729
6297,1900,23440,1447866658.389259
3128,1188,23439,1447866701.776236
5513,1448,23438,1447866745.305912
5551,1348,23437,1447866790.928690
1420,927,23436,1447866833.911061
5496,970,23435,1447866876.578192
5538,5537,23434,1447866919.954570
4894,350,23433,1447866963.400489
1099,6375,23432,1447867006.348455
6340,8,23431,1447867049.816543
4956,4954,23430,1447867092.882551
1524,607,23429,1447867139.169259
4355,4264,23428,1447867180.628006
2070,777,23427,1447867223.790586
5048,3071,23426,1447867266.712030
1923,1413,23425,1447867311.028920
6374,1099,23424,1447867353.641956
6375,1098,23423,1447867396.582138
2830,1635,23422,1447867440.461930
7112,1799,23421,1447867483.870100
2830,2449,23420,1447867527.069816
1415,1413,23419,1447867570.534186
6254,920,23418,1447867613.696374
2729,1086,23417,1447867657.213513
179,112,23416,1447867699.186303
3483,2015,23415,1447867741.590614
3839,386,23414,1447867785.354122
3483,2044,23413,1447867828.285480
6074,2063,23412,1447867873.666488
4346,920,23411,1447867917.132803
3320,3190,23410,1447867958.708165
4956,1094,23409,1447868002.914552
5023,1524,23408,1447868047.884430
6378,6257,23407,1447868090.483989
4957,350,23406,1447868132.819652
1923,1099,23405,1447868175.437700
5586,1524,23404,1447868219.937236
7315,2845,23403,1447868262.967812
6377,6376,23402,1447868306.744672
1728,1521,23401,1447868349.020973
2967,1041,23400,1447868394.702147
5586,1923,23399,1447868437.790465
6377,6320,23398,1447868482.066458
5080,738,23397,1447868525.603025
6320,1922,23396,1447868568.623652
541,11,23395,1447868609.934954
4572,348,23394,1447868651.970734
7140,3082,23393,1447868695.216396
555,110,23392,1447868740.492159
7139,2247,23391,1447868782.774433
4066,3081,23390,1447868826.226193
3078,384,23389,1447868869.776916
6321,1413,23388,1447868913.307859
2064,1598,23387,1447868956.926544
5495,1038,23386,1447868999.162870
2712,6626,23385,1447869041.905056
10,2064,23384,1447869088.039530
1521,10,23383,1447869131.354442
4350,1097,23382,1447869174.013637
5046,5021,23381,1447869216.383117
7241,732,23380,1447869260.754919
1693,732,23379,1447869304.296384
5765,4356,23378,1447869346.947647
6467,3144,23377,1447869389.846757
6130,5047,23376,1447869435.047054
4247,3570,23375,1447869478.262401
6130,5893,23374,1447869521.183661
3385,3054,23373,1447869562.120484
2841,1299,23372,1447869606.108741
3054,2369,23371,1447869649.140896
1299,7003,23370,1447869691.910109
3944,3675,23369,1447869734.874659
7030,2601,23368,1447869780.421744
6356,539,23367,1447869822.210749
1302,5071,23366,1447869865.825197
7118,3389,23365,1447869908.894228
5047,3887,23364,1447869952.819778
3144,6124,23363,1447869994.938898
7113,3321,23362,1447870039.297149
5537,2668,23361,1447870081.995651
3870,3680,23360,1447870125.690932
3010,1326,23359,1447870168.186363
5977,660,23358,1447870212.048776
6006,5654,23357,1447870253.753402
4900,2064,23356,1447870297.958692
1726,1693,23355,1447870340.546240
2878,2834,23354,1447870383.652904
3321,6773,23353,1447870426.092192
2451,1796,23352,1447870470.764000
7112,2874,23351,1447870514.344853
3390,2833,23350,1447870556.995558
5326,3186,23349,1447870600.911205
2465,5136,23348,1447870646.763529
5295,3870,23347,1447870688.647839
6058,5136,23346,1447870732.984573
6060,4344,23345,1447870775.720523
6771,4344,23344,1447870819.429575
6059,1297,23343,1447870862.048475
7174,293,23342,1447870904.454888
5860,1918,23341,1447870947.304079
826,6686,23340,1447870991.737159
7320,5113,23339,1447871035.046115
6339,4951,23338,1447871078.042976
4264,5585,23337,1447871122.047858
6071,5077,23336,1447871164.007546
4409,4247,23335,1447871206.522236
6071,4348,23334,1447871249.296800
3571,3570,23333,1447871292.346774
2834,2833,23332,1447871337.351892
5728,3649,23331,1447871380.122395
3323,2451,23330,1447871424.267986
730,4378,23329,1447871467.995635
7113,7112,23328,1447871512.288324
6773,4378,23327,1447871554.981610
7112,777,23326,1447871598.645933
5070,7112,23325,1447871640.782019
7111,342,23324,1447871684.698364
5824,2848,23323,1447871727.441980
5476,2258,23322,1447871769.836631
3778,2788,23321,1447871811.581617
1526,1088,23320,1447871856.022595
6712,5130,23319,1447871899.812570
1490,499,23318,1447871942.990504
3016,7139,23317,1447871986.836222
7139,3079,23316,1447872030.402981
4,1526,23315,1447872074.497056
4951,1408,23314,1447872118.093007
6070,5077,23313,1447872161.843797
6378,11,23312,1447872207.092817
5073,1726,23311,1447872250.128369
5528,2208,23310,1447872291.964253
5496,1038,23309,1447872334.580746
6339,2729,23308,1447872378.608294
1846,1633,23307,1447872422.242087
6645,2449,23306,1447872464.586379
1795,1794,23305,1447872507.606077
3324,1638,23304,1447872550.800766
909,2780,23303,1447872592.989492
2781,2780,23302,1447872635.561080
6966,660,23301,1447872678.316652
3473,6563,23300,1447872722.098295
2243,1567,23299,1447872765.569088
1567,2780,23298,1447872809.028212
5708,6821,23297,1447872852.583795
6291,890,23296,1447872897.696215
4807,2655,23295,1447872941.267894
3928,2780,23294,1447872983.867680
6076,5588,23293,1447873026.524109
3601,2889,23292,1447873070.981699
3081,113,23291,1447873114.044761
7139,6419,23290,1447873157.703609
6959,110,23289,1447873200.045305
5860,2250,23288,1447873242.828433
2536,1917,23287,1447873288.768714
7032,2250,23286,1447873331.266341
1796,342,23285,1447873373.239899
3391,342,23284,1447873415.904732
5576,3322,23283,1447873458.847721
2887,1012,23282,1447873500.973453
5070,3601,23281,1447873544.969904
5476,343,23280,1447873588.073036
3322,2887,23279,1447873632.572844
4954,603,23278,1447873674.420682
3712,597,23277,1447873716.601897
605,4446,23276,1447873759.257525
2606,2044,23275,1447873803.240801
5578,5072,23274,1447873845.113459
608,7,23273,1447873888.802997
1443,1097,23272,1447873930.681503
1097,7,23271,1447873974.579773
1935,6841,23270,1447874018.133312
7107,1348,23269,1447874061.520533
2861,6723,23268,1447874103.530082
4409,4146,23267,1447874147.634562
1455,513,23266,1447874188.837308
3658,2971,23265,1447874231.008711
2971,926,23264,1447874272.749536
5143,283,23263,1447874315.894207
6063,1707,23262,1447874359.953196
6334,2791,23261,1447874401.676233
1794,1793,23260,1447874444.244741
5015,97,23259,1447874488.268878
2449,1635,23258,1447874531.953034
2832,1634,23257,1447874573.902534
1639,340,23256,1447874616.592003
2829,1791,23255,1447874659.815999
1793,2449,23254,1447874702.565138
2448,1844,23253,1447874745.244241
2449,2448,23252,1447874787.136240
2830,1793,23251,1447874829.313199
3602,2878,23250,1447874872.914660
6646,1846,23249,1447874916.429583
4805,4803,23248,1447874959.227945
1802,810,23247,1447875004.488180
1928,6722,23246,1447875046.747838
2453,925,23245,1447875088.603957
926,925,23244,1447875132.337575
2970,6384,23243,1447875175.352416
6713,5131,23242,1447875218.364175
6712,6711,23241,1447875260.405285
1157,4952,23240,1447875302.640814
6366,1996,23239,1447875347.446562
6479,6576,23238,1447875390.252060
7064,6686,23237,1447875432.560577
7065,2207,23236,1447875474.734848
2207,6479,23235,1447875519.757271
5418,3883,23234,1447875560.534526
4954,4446,23233,1447875602.241946
386,4064,23232,1447875645.109120
6774,2044,23231,1447875688.180033
3931,386,23230,1447875731.385888
3481,2063,23229,1447875774.673311
2063,2044,23228,1447875817.274150
5082,6774,23227,1447875861.526649
6774,4353,23226,1447875903.726974
3184,682,23225,1447875946.216932
4277,3254,23224,1447875989.236211
3832,3186,23223,1447876033.844710
3191,3188,23222,1447876076.150327
5480,352,23221,1447876118.726639
3675,3191,23220,1447876161.480972
3240,3051,23219,1447876206.001551
2599,3186,23218,1447876249.357932
3838,731,23217,1447876291.731102
948,890,23216,1447876335.157518
5419,5121,23215,1447876377.640965
5419,3979,23214,1447876420.051925
3930,6959,23213,1447876462.205642
3930,3016,23212,1447876504.328796
3016,176,23211,1447876546.981297
180,4067,23210,1447876589.806832
3482,180,23209,1447876631.495969
627,499,23208,1447876674.467995
3482,4067,23207,1447876719.649430
385,177,23206,1447876761.711471
3078,7139,23205,1447876804.276419
6457,179,23204,1447876847.131545
6420,384,23203,1447876890.688587
2778,1518,23202,1447876935.900864
2726,2599,23201,1447876977.260473
2598,3831,23200,1447877019.379538
7030,3476,23199,1447877063.655909
1632,1382,23198,1447877105.661673
1012,774,23197,1447877146.486142
2726,7030,23196,1447877189.858040
7139,3930,23195,1447877234.468254
7111,2833,23194,1447877276.595940
7231,3931,23193,1447877319.431328
6792,879,23192,1447877361.805803
1844,1633,23191,1447877406.023967
3473,1518,23190,1447877448.484424
4479,1513,23189,1447877490.673166
1524,11,23188,1447877532.217614
7243,5727,23187,1447877576.196025
4324,3741,23186,1447877618.272110
1365,2050,23185,1447877660.592123
5045,4037,23184,1447877704.012340
7160,4512,23183,1447877748.476022
2854,796,23182,1447877792.032874
3382,747,23181,1447877834.588929
4085,3559,23180,1447877876.571338
4294,4085,23179,1447877921.423926
7155,6679,23178,1447877963.203123
5497,3902,23177,1447878004.835798
6705,6421,23176,1447878047.380640
5121,3980,23175,1447878090.741137
5395,3657,23174,1447878131.921326
6366,5864,23173,1447878175.264687
2481,393,23172,1447878217.721787
6949,3619,23171,1447878261.401483
4145,5226,23170,1447878303.795339
3382,1376,23169,1447878346.236151
293,292,23168,1447878387.517661
4066,178,23167,1447878430.308372
197,7007,23166,1447878473.189361
4716,4168,23165,1447878516.085508
1664,562,23164,1447878558.688755
6423,6421,23163,1447878605.276545
1773,836,23162,1447878646.717003
1448,1364,23161,1447878688.303568
6699,2655,23160,1447878730.787006
7141,111,23159,1447878774.517296
4714,3171,23158,1447878816.415241
4065,3982,23157,1447878858.032259
5420,6961,23156,1447878900.398050
6423,1773,23155,1447878943.889580
3932,3836,23154,1447878988.713918
598,1,23153,1447879031.353959
3838,2044,23152,1447879075.396288
3931,2063,23151,1447879118.085444
2841,774,23150,1447879162.881289
5970,2156,23149,1447879205.137401
6626,5496,23148,1447879247.667923
1597,603,23147,1447879289.403493
1092,1,23146,1447879333.339264
3606,2318,23145,1447879377.203796
2851,1377,23144,1447879420.380085
3780,1652,23143,1447879461.731363
3390,2878,23142,1447879505.706306
1821,1799,23141,1447879547.781044
2257,1821,23140,1447879589.494902
5480,1122,23139,1447879632.698333
4805,1962,23138,1447879677.444897
2451,1821,23137,1447879720.342335
2369,4277,23136,1447879761.339109
3187,3051,23135,1447879803.442744
6438,5748,23134,1447879847.437506
2923,1802,23133,1447879890.008503
6291,949,23132,1447879932.512103
3602,1636,23131,1447879974.350508
2831,1851,23130,1447880017.967952
5623,315,23129,1447880060.521712
4940,4129,23128,1447880102.561969
5754,5747,23127,1447880145.661755
4803,4797,23126,1447880188.688546
6699,5121,23125,1447880230.585815
6693,1964,23124,1447880272.980662
3425,836,23123,1447880315.614373
6423,836,23122,1447880359.989430
5420,3425,23121,1447880402.358267
4600,93,23120,1447880445.130373
887,886,23119,1447880486.907547
4600,3080,23118,1447880529.763828
3424,2009,23117,1447880571.942990
5200,5251,23116,1447880614.943910
110,7139,23115,1447880656.802335
3482,112,23114,1447880701.331733
7231,3481,23113,1447880743.557788
3240,2726,23112,1447880786.315924
7003,2600,23111,1447880829.074573
6122,2600,23110,1447880872.117443
6484,437,23109,1447880914.072644
7047,5160,23108,1447880956.550074
6680,4945,23107,1447880997.874098
4334,1898,23106,1447881042.161820
4945,4334,23105,1447881085.082172
4661,1519,23104,1447881126.713797
4661,1898,23103,1447881168.561265
5796,1517,23102,1447881210.603628
5839,41,23101,1447881254.743895
6912,5754,23100,1447881297.276822
1373,1369,23099,1447881339.489509
6601,5754,23098,1447881383.672539
2567,6026,23097,1447881426.405707
2604,677,23096,1447881468.568905
5181,4005,23095,1447881510.510507
6026,817,23094,1447881554.167728
6726,2349,23093,1447881597.525360
4883,3170,23092,1447881639.534205
6652,3619,23091,1447881682.031195
1513,468,23090,1447881723.926726
775,2888,23089,1447881769.672583
3476,2599,23088,1447881812.553796
2349,1211,23087,1447881854.908296
1370,1373,23086,1447881897.279137
5395,4417,23085,1447881941.360855
906,4806,23084,1447881983.207783
4602,837,23083,1447882026.091995
4951,4446,23082,1447882069.918135
4554,590,23081,1447882112.641429
839,6337,23080,1447882155.356347
6906,1490,23079,1447882197.532994
7007,2580,23078,1447882239.295630
5527,2085,23077,1447882281.606658
6520,4812,23076,1447882325.437903
1471,6187,23075,1447882368.402486
6652,3936,23074,1447882411.889323
5179,3999,23073,1447882454.869712
6752,907,23072,1447882497.945630
4803,1963,23071,1447882539.601226
7094,5106,23070,1447882582.417910
6752,908,23069,1447882624.488554
3050,1909,23068,1447882668.880683
5334,3050,23067,1447882709.647531
1909,622,23066,1447882752.266495
2015,112,23065,1447882794.389891
168,6906,23064,1447882837.679734
4806,959,23063,1447882880.145990
6680,1517,23062,1447882923.312003
6906,2251,23061,1447882965.176620
6457,3483,23060,1447883008.412086
5120,410,23059,1447883050.958004
1909,2655,23058,1447883094.284056
957,4599,23057,1447883136.790192
3980,1909,23056,1447883180.914628
3776,444,23055,1447883222.777280
3833,2604,23054,1447883265.954316
2600,2263,23053,1447883308.952573
3831,3772,23052,1447883351.978328
6124,5071,23051,1447883394.845297
4680,5727,23050,1447883437.533089
5227,3887,23049,1447883478.126367
3741,3571,23048,1447883520.285653
2622,2296,23047,1447883563.258418
5893,3887,23046,1447883605.676528
4324,3571,23045,1447883648.857818
2918,2853,23044,1447883689.974476
4454,3742,23043,1447883732.395271
3742,3741,23042,1447883774.548075
5893,5399,23041,1447883815.636505
7134,744,23040,1447883856.541699
2596,2365,23039,1447883900.233874
2451,2831,23038,1447883942.788240
6063,2791,23037,1447883984.231088
2449,1844,23036,1447884027.028328
772,3602,23035,1447884070.258099
4764,4113,23034,1447884113.365709
3769,2146,23033,1447884156.515997
5469,2145,23032,1447884199.202226
