source,target,num_edges,timestamp
7315,2845,23555,1448137498.560659
6378,6257,23554,1448137499.506624
2844,1417,23553,1448137500.453813
2845,2844,23552,1448137501.394506
1087,4,23551,1448137502.354824
1526,1088,23550,1448137503.301636
1923,920,23549,1448137504.243393
1491,501,23548,1448137505.186783
5,4,23547,1448137506.149560
1872,2967,23546,1448137507.093600
5651,844,23545,1448137508.037871
1872,305,23544,1448137508.985721
2004,6378,23543,1448137509.950571
1523,922,23542,1448137510.903399
6485,4295,23541,1448137511.850265
2967,2845,23540,1448137512.792302
2727,677,23539,1448137513.754722
6948,6652,23538,1448137514.695633
5651,3892,23537,1448137515.639118
2163,844,23536,1448137516.587704
3551,1961,23535,1448137517.549969
6748,6692,23534,1448137518.493796
6751,900,23533,1448137519.434755
3892,843,23532,1448137520.379089
4175,3551,23531,1448137521.340650
5651,843,23530,1448137522.280310
4601,6337,23529,1448137523.223812
4176,2938,23528,1448137524.170471
6692,900,23527,1448137525.131087
6688,953,23526,1448137526.075230
2844,2967,23525,1448137527.018691
923,2844,23524,1448137527.956716
1995,988,23523,1448137528.919037
6752,1962,23522,1448137529.866252
899,4799,23521,1448137530.809984
6647,2791,23520,1448137531.752501
6141,4869,23519,1448137532.711469
5815,394,23518,1448137533.652550
2833,342,23517,1448137534.592265
1348,5839,23516,1448137535.537279
7187,784,23515,1448137536.497092
6773,777,23514,1448137537.437384
2876,2875,23513,1448137538.374017
7114,2875,23512,1448137539.319862
7114,2060,23511,1448137540.281902
794,419,23510,1448137541.224509
5295,3870,23509,1448137542.162566
2612,838,23508,1448137543.106277
5122,6337,23507,1448137544.066824
4000,2510,23506,1448137545.010987
1848,1639,23505,1448137545.953449
1961,901,23504,1448137546.895169
4175,2938,23503,1448137547.848192
4454,4323,23502,1448137548.790906
5046,539,23501,1448137549.726928
5469,2146,23500,1448137550.669377
5532,786,23499,1448137551.624446
1094,600,23498,1448137552.565708
6750,6298,23497,1448137553.507795
5018,1157,23496,1448137554.447522
2535,1915,23495,1448137555.407302
4882,4454,23494,1448137556.349601
1849,341,23493,1448137557.289850
2835,1853,23492,1448137558.227115
1849,1639,23491,1448137559.187801
6773,2451,23490,1448137560.126007
2889,1310,23489,1448137561.069650
1639,340,23488,1448137562.014189
4957,1157,23487,1448137562.972250
3602,2878,23486,1448137563.913009
7112,2874,23485,1448137564.847820
775,774,23484,1448137565.787026
4014,1722,23483,1448137566.743888
6581,6528,23482,1448137567.682643
601,600,23481,1448137568.622123
3675,352,23480,1448137569.557770
6573,1238,23479,1448137570.515992
6571,191,23478,1448137571.455020
3079,2247,23477,1448137572.394908
7139,2247,23476,1448137573.331091
4959,352,23475,1448137574.289729
4959,3675,23474,1448137575.225323
4716,953,23473,1448137576.165502
5698,5696,23472,1448137577.101375
1924,924,23471,1448137578.056063
6956,6658,23470,1448137578.992334
3471,227,23469,1448137579.929058
7316,3900,23468,1448137580.867143
916,109,23467,1448137581.824979
2967,306,23466,1448137582.758077
1872,306,23465,1448137583.697976
6958,2001,23464,1448137584.637138
5016,227,23463,1448137585.595642
2785,2145,23462,1448137586.536402
6298,2651,23461,1448137587.476351
5698,723,23460,1448137588.414882
2510,723,23459,1448137589.372265
4801,903,23458,1448137590.308833
4103,4102,23457,1448137591.246418
6361,4761,23456,1448137592.188087
3079,4063,23455,1448137593.124420
6751,4799,23454,1448137594.082204
