source,target,num_edges,timestamp
7315,1523,23555,1447861670.211060
1872,306,23554,1447861713.314781
5418,3883,23553,1447861759.094122
5419,3425,23552,1447861803.527794
5121,3425,23551,1447861847.725682
2967,306,23550,1447861891.678830
3079,2247,23549,1447861936.356182
6959,3079,23548,1447861979.356410
6959,110,23547,1447862022.432883
7140,3081,23546,1447862066.224542
4600,93,23545,1447862113.707899
4063,178,23544,1447862156.803959
4957,535,23543,1447862201.015635
7316,2844,23542,1447862245.170581
7316,3900,23541,1447862290.465422
2844,306,23540,1447862334.838902
5565,1037,23539,1447862378.701182
6141,4869,23538,1447862420.014243
5374,5373,23537,1447862463.103225
1371,5374,23536,1447862506.126292
5373,794,23535,1447862550.998532
4688,2846,23534,1447862595.345268
1099,6375,23533,1447862639.711723
5565,3900,23532,1447862682.195547
1545,1037,23531,1447862726.180111
4869,2844,23530,1447862769.555285
1872,792,23529,1447862815.280781
4688,1037,23528,1447862858.051066
1037,4869,23527,1447862902.309160
3900,4869,23526,1447862944.951612
5565,2907,23525,1447862988.724014
3904,1371,23524,1447863032.628463
6256,792,23523,1447863076.646263
1872,313,23522,1447863119.696149
792,305,23521,1447863165.184787
2846,2844,23520,1447863208.867543
6588,137,23519,1447863252.560586
2132,668,23518,1447863295.463360
3010,1326,23517,1447863340.916870
2971,926,23516,1447863384.922871
3658,2971,23515,1447863428.486666
7139,2247,23514,1447863471.714362
7019,6054,23513,1447863514.861562
3870,2557,23512,1447863557.782272
4956,1099,23511,1447863601.430975
2729,1086,23510,1447863643.608696
7112,2874,23509,1447863687.025713
4959,3675,23508,1447863730.598410
3389,7119,23507,1447863773.070269
4959,4882,23506,1447863816.036224
2727,677,23505,1447863859.561123
3082,111,23504,1447863903.307923
555,110,23503,1447863945.913967
6296,952,23502,1447863989.341541
4000,2510,23501,1447864033.205173
6688,953,23500,1447864075.725251
1597,603,23499,1447864119.677701
6334,2791,23498,1447864163.101472
3079,4063,23497,1447864205.787897
4063,2247,23496,1447864249.010293
6421,3982,23495,1447864291.109307
1918,629,23494,1447864333.969044
6825,4000,23493,1447864377.463443
6361,4716,23492,1447864421.002378
4103,4102,23491,1447864464.252144
6361,4103,23490,1447864506.038647
7140,4066,23489,1447864551.199179
1524,541,23488,1447864594.902504
3079,3016,23487,1447864638.193608
6420,384,23486,1447864681.267317
6705,6421,23485,1447864727.598647
6705,6423,23484,1447864771.304118
6960,385,23483,1447864813.731138
555,4063,23482,1447864857.497311
6423,5694,23481,1447864899.645324
5420,2655,23480,1447864942.634112
6908,392,23479,1447864986.650969
6908,563,23478,1447865028.817104
369,3930,23477,1447865075.077057
3930,176,23476,1447865117.898697
2604,677,23475,1447865162.368253
7188,2511,23474,1447865205.158466
6908,3620,23473,1447865250.666974
350,6,23472,1447865293.838243
2482,6412,23471,1447865337.666588
6651,563,23470,1447865380.460624
3481,2044,23469,1447865422.453613
1157,1092,23468,1447865467.083831
4960,535,23467,1447865511.374166
3997,2513,23466,1447865555.142261
3601,2834,23465,1447865599.319512
2889,2834,23464,1447865643.151061
6335,3775,23463,1447865686.931880
