source,target,num_edges,timestamp
2051,2003,23555,1448117119.284317
6651,563,23554,1448117120.234069
3934,6366,23553,1448117121.199223
6366,1979,23552,1448117122.139649
6908,3620,23551,1448117123.083534
6909,394,23550,1448117124.030143
6909,3941,23549,1448117124.988217
6651,6908,23548,1448117125.931879
3933,6365,23547,1448117126.873543
6908,6955,23546,1448117127.810184
6006,5528,23545,1448117128.774366
5528,5711,23544,1448117129.719933
1327,4608,23543,1448117130.652123
1272,847,23542,1448117131.599822
5708,847,23541,1448117132.558144
5851,1327,23540,1448117133.498640
5708,1272,23539,1448117134.437705
1373,1369,23538,1448117135.383785
3940,1251,23537,1448117136.334872
5710,2134,23536,1448117137.280227
6313,914,23535,1448117138.227397
5862,5810,23534,1448117139.171881
7190,5710,23533,1448117140.132123
6580,4816,23532,1448117141.075971
4820,4816,23531,1448117142.011963
6909,5302,23530,1448117142.954606
2165,394,23529,1448117143.914136
6909,6411,23528,1448117144.859746
3940,394,23527,1448117145.798585
6578,3369,23526,1448117146.745759
1369,793,23525,1448117147.703572
1545,1037,23524,1448117148.645313
7189,4609,23523,1448117149.592553
2844,306,23522,1448117150.537614
5148,5544,23521,1448117151.497177
6062,4343,23520,1448117152.441742
6023,5305,23519,1448117153.379205
6540,3941,23518,1448117154.319508
5301,3941,23517,1448117155.278563
631,3941,23516,1448117156.225254
5302,3009,23515,1448117157.169071
5863,3934,23514,1448117158.113181
6372,1916,23513,1448117159.073306
2845,2844,23512,1448117160.009218
3900,4869,23511,1448117160.948554
4762,4169,23510,1448117161.891001
5565,3900,23509,1448117162.851609
6126,1693,23508,1448117163.795686
6125,5578,23507,1448117164.739529
5579,5578,23506,1448117165.681518
6181,5579,23505,1448117166.641261
5578,1522,23504,1448117167.584011
5580,12,23503,1448117168.523232
5580,5026,23502,1448117169.464467
7316,1417,23501,1448117170.425665
1727,374,23500,1448117171.367266
6368,3014,23499,1448117172.310780
3937,560,23498,1448117173.253838
1490,168,23497,1448117174.210732
1368,416,23496,1448117175.152393
6588,137,23495,1448117176.092830
543,12,23494,1448117177.034879
2042,374,23493,1448117177.991885
1037,3900,23492,1448117178.931334
7316,374,23491,1448117179.871021
5565,2907,23490,1448117180.812610
2844,2967,23489,1448117181.771298
4902,1417,23488,1448117182.711734
6625,6070,23487,1448117183.651330
6378,4903,23486,1448117184.590411
374,1417,23485,1448117185.543767
2042,1417,23484,1448117186.484922
7316,3900,23483,1448117187.423683
6125,5073,23482,1448117188.362700
6181,542,23481,1448117189.319336
7243,5073,23480,1448117190.254806
6315,991,23479,1448117191.193477
5851,5710,23478,1448117192.131077
5542,5852,23477,1448117193.089361
5852,849,23476,1448117194.029002
3369,849,23475,1448117194.972470
6580,3369,23474,1448117195.910247
4820,1250,23473,1448117196.869520
2913,792,23472,1448117197.808296
6048,554,23471,1448117198.752917
2242,554,23470,1448117199.691398
554,7325,23469,1448117200.650347
7325,6048,23468,1448117201.591159
6523,5485,23467,1448117202.529831
3997,3996,23466,1448117203.470180
