(source, target),num_edges,timestamp
(7115, 2315),16592,1447752373.866355
(4379, 2315),16591,1447752374.229794
(1854, 346),16590,1447752374.622112
(3603, 2364),16589,1447752375.021054
(4379, 1640),16588,1447752375.458612
(3603, 1640),16587,1447752375.848102
(2879, 3603),16586,1447752376.257587
(773, 2789),16585,1447752376.643880
(3603, 1854),16584,1447752376.999525
(2886, 1854),16583,1447752377.382738
(1854, 773),16582,1447752377.797620
(5300, 2249),16581,1447752378.152138
(2483, 2018),16580,1447752378.512782
(2249, 2018),16579,1447752378.899338
(2483, 1972),16578,1447752379.263723
(1972, 269),16577,1447752379.688455
(5300, 3983),16576,1447752380.050401
(3983, 565),16575,1447752380.446373
(2133, 6971),16574,1447752380.808920
(565, 2133),16573,1447752381.194337
(565, 3680),16572,1447752381.567135
(6971, 3680),16571,1447752382.002975
(3692, 4193),16570,1447752382.362419
(998, 1061),16569,1447752382.711169
(1270, 998),16568,1447752383.088607
(4193, 6929),16567,1447752383.468269
(6930, 1061),16566,1447752383.836934
(6929, 1270),16565,1447752384.250983
(1352, 6929),16564,1447752384.627623
(724, 1270),16563,1447752385.002660
(1352, 724),16562,1447752385.374012
(3450, 3049),16561,1447752385.745317
(3049, 2989),16560,1447752386.128462
(724, 3036),16559,1447752386.569543
(5768, 6716),16558,1447752386.972994
(6716, 3496),16557,1447752387.348447
(583, 6716),16556,1447752387.731738
(2040, 583),16555,1447752388.102122
(1344, 583),16554,1447752388.532688
(4462, 583),16553,1447752388.932951
(4462, 3313),16552,1447752389.324681
(979, 593),16551,1447752389.708699
(5908, 1682),16550,1447752390.094306
(897, 2203),16549,1447752390.457692
(6689, 1907),16548,1447752390.894182
(1958, 4794),16547,1447752391.279690
(6300, 1907),16546,1447752391.653958
(6300, 897),16545,1447752392.029067
(4336, 6300),16544,1447752392.399367
(1958, 955),16543,1447752392.767540
(4798, 2652),16542,1447752393.207691
(2652, 4336),16541,1447752393.581020
(4339, 4336),16540,1447752393.957282
(4339, 6298),16539,1447752394.344125
(6813, 5261),16538,1447752394.729623
(5321, 4209),16537,1447752395.094756
(4249, 3705),16536,1447752395.518133
(5321, 5320),16535,1447752395.920852
(2759, 5320),16534,1447752396.300044
(5319, 3509),16533,1447752396.681301
(3817, 3814),16532,1447752397.070766
(3817, 3161),16531,1447752397.444273
(1874, 791),16530,1447752397.867312
(1368, 2912),16529,1447752398.262574
(1368, 416),16528,1447752398.648532
(791, 312),16527,1447752399.031722
(312, 418),16526,1447752399.409624
(3445, 2420),16525,1447752399.847848
(2480, 3445),16524,1447752400.221908
(7311, 297),16523,1447752400.623329
(2418, 1360),16522,1447752401.012418
(1870, 1360),16521,1447752401.391045
(300, 2480),16520,1447752401.758692
(302, 300),16519,1447752402.207957
(2419, 298),16518,1447752402.555984
(7311, 300),16517,1447752402.931210
(7311, 2479),16516,1447752403.305585
(298, 7311),16515,1447752403.682942
(4316, 3634),16514,1447752404.051344
