(source, target),num_edges,timestamp
(5295, 3010),10677,1447754463.482628
(307, 5295),10676,1447754463.833380
(3010, 1326),10675,1447754464.163989
(668, 838),10674,1447754464.562858
(2612, 307),10673,1447754464.896974
(5347, 6821),10672,1447754465.221519
(5347, 4111),10671,1447754465.541335
(2511, 5347),10670,1447754465.845923
(6690, 895),10669,1447754466.162619
(6690, 1956),10668,1447754466.472994
(7287, 5790),10667,1447754466.794894
(5790, 613),10666,1447754467.138165
(5365, 613),10665,1447754467.537922
(7287, 612),10664,1447754467.865300
(6129, 4262),10663,1447754468.192996
(4262, 4316),10662,1447754468.506978
(4257, 3108),10661,1447754468.830529
(5507, 508),10660,1447754469.140219
(6761, 508),10659,1447754469.461570
(7182, 508),10658,1447754469.780016
(508, 452),10657,1447754470.094483
(3586, 3854),10656,1447754470.477503
(2221, 3854),10655,1447754470.813936
(2306, 2221),10654,1447754471.138993
(4909, 2306),10653,1447754471.457490
(4347, 6131),10652,1447754471.768951
(6131, 5728),10651,1447754472.108609
(2462, 5727),10650,1447754472.439344
(6131, 2462),10649,1447754472.733443
(4347, 1694),10648,1447754473.068686
(2462, 5084),10647,1447754473.464445
(1694, 88),10646,1447754473.795663
(5497, 2909),10645,1447754474.135498
(5497, 4689),10644,1447754474.472276
(4371, 4301),10643,1447754474.774565
(1642, 4301),10642,1447754475.095436
(1593, 1642),10641,1447754475.421837
(1642, 1810),10640,1447754475.747792
(1642, 770),10639,1447754476.064485
(4301, 1812),10638,1447754476.456894
(4371, 1810),10637,1447754476.789467
(1593, 1812),10636,1447754477.112408
(1812, 1811),10635,1447754477.429855
(2930, 1810),10634,1447754477.734606
(3638, 3192),10633,1447754478.030288
(4315, 3192),10632,1447754478.352297
(1123, 4315),10631,1447754478.668618
(4450, 1123),10630,1447754478.985043
(4532, 2311),10629,1447754479.360559
(4649, 4488),10628,1447754479.662092
(4488, 4124),10627,1447754479.984111
(4852, 4745),10626,1447754480.300669
(4026, 2493),10625,1447754480.632502
(4026, 3691),10624,1447754480.953606
(5677, 4974),10623,1447754481.272897
(5678, 5152),10622,1447754481.618984
(3961, 129),10621,1447754481.995270
(129, 4541),10620,1447754482.328889
(3961, 235),10619,1447754482.648768
(2341, 235),10618,1447754482.973271
(7183, 3112),10617,1447754483.287846
(7183, 453),10616,1447754483.620401
(1337, 7183),10615,1447754483.939410
(3446, 2417),10614,1447754484.258582
(3446, 1360),10613,1447754484.579195
(4690, 4342),10612,1447754484.948231
(6303, 3897),10611,1447754485.269734
(3897, 4690),10610,1447754485.582234
(6114, 5059),10609,1447754485.904286
(6303, 5059),10608,1447754486.236460
(5674, 7037),10607,1447754486.542581
(5675, 5154),10606,1447754486.868121
(5674, 3682),10605,1447754487.205816
(5919, 2526),10604,1447754487.521276
(5919, 2527),10603,1447754487.902144
(4860, 2527),10602,1447754488.238134
(4860, 4441),10601,1447754488.554815
(4860, 1059),10600,1447754488.854854
(3086, 4327),10599,1447754489.169956
(3086, 3021),10598,1447754489.520475
(7147, 3555),10597,1447754489.830328
(6875, 3088),10596,1447754490.143291
(3555, 3088),10595,1447754490.455649
(7147, 2925),10594,1447754490.842428
(6874, 1805),10593,1447754491.176675
(2925, 6874),10592,1447754491.481109
(5370, 5423),10591,1447754491.805069
(7301, 5423),10590,1447754492.136430
(5370, 3427),10589,1447754492.469138
(3427, 1029),10588,1447754492.801242
(1481, 716),10587,1447754493.127942
(367, 1480),10586,1447754493.442318
(1480, 716),10585,1447754493.801914
(5441, 1481),10584,1447754494.109019
(5441, 1479),10583,1447754494.424482
(7270, 5391),10582,1447754494.742307
(7270, 2937),10581,1447754495.068860
(3694, 2937),10580,1447754495.395774
(5391, 1275),10579,1447754495.727780
(1275, 1014),10578,1447754496.067239
(5392, 1014),10577,1447754496.396592
(86, 5392),10576,1447754496.748678
(4137, 1119),10575,1447754497.059628
(1119, 4213),10574,1447754497.396930
(1119, 1118),10573,1447754497.732696
(4212, 4032),10572,1447754498.044959
(5213, 4032),10571,1447754498.368844
(4623, 259),10570,1447754498.713678
(5168, 259),10569,1447754499.016634
(3112, 278),10568,1447754499.342824
(453, 278),10567,1447754499.716261
(2757, 3508),10566,1447754500.045775
(451, 2757),10565,1447754500.393544
(3508, 3283),10564,1447754500.706027
(3815, 451),10563,1447754501.023894
(4077, 53),10562,1447754501.390890
(4077, 7148),10561,1447754501.709049
(7185, 264),10560,1447754502.037573
(5508, 7185),10559,1447754502.367662
(7185, 265),10558,1447754502.739198
(4078, 265),10557,1447754503.051004
(6758, 5508),10556,1447754503.373262
(5508, 5281),10555,1447754503.672106
(6758, 264),10554,1447754503.995604
(390, 87),10553,1447754504.297279
(2016, 390),10552,1447754504.616951
(390, 1341),10551,1447754504.922930
(4465, 3133),10550,1447754505.306039
(4239, 4238),10549,1447754505.605056
(4465, 3952),10548,1447754505.925802
(3952, 1137),10547,1447754506.235647
(4238, 4465),10546,1447754506.575580
(2425, 1681),10545,1447754506.907536
(3036, 4673),10544,1447754507.235150
(3049, 3036),10543,1447754507.550250
(4372, 1815),10542,1447754507.874802
(4296, 398),10541,1447754508.254119
(4679, 3720),10540,1447754508.595285
(4811, 1650),10539,1447754508.932885
(5322, 3286),10538,1447754509.268480
(5348, 4001),10537,1447754509.590857
(6561, 5871),10536,1447754509.903219
(1185, 762),10535,1447754510.220819
(6866, 1176),10534,1447754510.551253
(6031, 328),10533,1447754510.866164
(6926, 517),10532,1447754511.243396
(1510, 517),10531,1447754511.561342
(7233, 2182),10530,1447754511.882680
(6927, 997),10529,1447754512.210997
(4865, 1278),10528,1447754512.524769
(3123, 1278),10527,1447754512.843636
(1278, 55),10526,1447754513.158110
(4030, 5211),10525,1447754513.469924
(5825, 2022),10524,1447754513.803833
(6354, 4691),10523,1447754514.178358
(4691, 2022),10522,1447754514.503459
(3325, 7313),10521,1447754514.840123
(3448, 3447),10520,1447754515.175288
(304, 301),10519,1447754515.512130
(7313, 1362),10518,1447754515.829703
(1869, 301),10517,1447754516.140684
(2792, 304),10516,1447754516.468673
(2792, 1869),10515,1447754516.787817
(6882, 5769),10514,1447754517.192410
(6882, 5768),10513,1447754517.529967
(3496, 5768),10512,1447754517.852525
(4302, 3496),10511,1447754518.170910
(6446, 6336),10510,1447754518.482038
(1662, 6446),10509,1447754518.819048
(3242, 1662),10508,1447754519.125736
(6336, 3242),10507,1447754519.463904
(3605, 1222),10506,1447754519.772518
(1223, 1222),10505,1447754520.138925
(2893, 779),10504,1447754520.461299
(2893, 2842),10503,1447754520.774111
(2319, 2893),10502,1447754521.098312
(1784, 6636),10501,1447754521.413741
(7240, 2440),10500,1447754521.717322
(2440, 1784),10499,1447754522.051752
(1838, 1784),10498,1447754522.373280
(3433, 2411),10497,1447754522.693826
(3433, 136),10496,1447754523.000706
(3878, 2187),10495,1447754523.374975
(1053, 996),10494,1447754523.693529
(4742, 2704),10493,1447754524.015559
(998, 4742),10492,1447754524.340053
(4570, 3690),10491,1447754524.657209
(6078, 6040),10490,1447754524.985448
(1205, 754),10489,1447754525.316323
(6767, 1419),10488,1447754525.635453
(6381, 1419),10487,1447754525.945592
(6383, 2971),10486,1447754526.328229
(7018, 3336),10485,1447754526.659683
(6894, 589),10484,1447754526.982141
(7064, 7007),10483,1447754527.323721
(4813, 7065),10482,1447754527.631113
(7065, 7063),10481,1447754527.942887
(7063, 5966),10480,1447754528.260518
(197, 7007),10479,1447754528.589362
(7007, 5966),10478,1447754528.899339
(59, 1776),10477,1447754529.222368
(3955, 1776),10476,1447754529.627490
(1776, 644),10475,1447754529.933882
(1366, 6250),10474,1447754530.234140
(1921, 1366),10473,1447754530.548133
(2911, 1921),10472,1447754530.863515
(1411, 2911),10471,1447754531.183538
(654, 6885),10470,1447754531.514544
(6885, 327),10469,1447754531.860751
(6870, 5464),10468,1447754532.181623
(6885, 1177),10467,1447754532.555613
(5098, 6870),10466,1447754532.885765
(5099, 1178),10465,1447754533.220846
(1842, 334),10464,1447754533.521964
(1842, 1786),10463,1447754533.850647
(2648, 6295),10462,1447754534.164248
(2648, 950),10461,1447754534.490815
(2648, 1903),10460,1447754534.792797
(5917, 5439),10459,1447754535.113140
(5439, 1658),10458,1447754535.440790
(6345, 4912),10457,1447754535.824680
(5573, 3757),10456,1447754536.145902
(7045, 2120),10455,1447754536.470695
(6128, 540),10454,1447754536.803722
(4901, 2064),10453,1447754537.126904
(4901, 4900),10452,1447754537.448732
(540, 9),10451,1447754537.764847
(4901, 540),10450,1447754538.082037
(2414, 3436),10449,1447754538.400964
(5287, 1337),10448,1447754538.767043
(2248, 1337),10447,1447754539.088362
(6210, 6209),10446,1447754539.430490
(6209, 3687),10445,1447754539.767570
(5268, 4919),10444,1447754540.100212
(6458, 5952),10443,1447754540.408517
(2147, 6458),10442,1447754540.721979
(6458, 1699),10441,1447754541.047834
(5289, 2383),10440,1447754541.375593
(2897, 2268),10439,1447754541.685274
(2383, 276),10438,1447754542.048847
(7271, 2993),10437,1447754542.377257
(3424, 2009),10436,1447754542.695717
(1521, 1520),10435,1447754543.017223
(12, 609),10434,1447754543.335390
(1520, 1728),10433,1447754543.646389
(609, 353),10432,1447754543.969188
(6424, 4065),10431,1447754544.281610
(4561, 6421),10430,1447754544.609794
(6421, 3889),10429,1447754544.985951
(4065, 3982),10428,1447754545.329334
(3982, 3889),10427,1447754545.635537
(280, 1043),10426,1447754545.950757
(280, 279),10425,1447754546.268245
(2275, 934),10424,1447754546.599135
(934, 935),10423,1447754546.934147
(2275, 2465),10422,1447754547.265683
(2824, 2442),10421,1447754547.587115
(2820, 1785),10420,1447754547.884417
(3236, 4727),10419,1447754548.270846
(4727, 4088),10418,1447754548.600697
(3227, 4727),10417,1447754548.935877
(3310, 7144),10416,1447754549.239222
(4419, 2707),10415,1447754549.560258
(2568, 3310),10414,1447754549.871160
(5399, 5047),10413,1447754550.192862
(5047, 3887),10412,1447754550.499919
(5227, 3887),10411,1447754550.817602
(6550, 5456),10410,1447754551.220839
(6862, 1170),10409,1447754551.540370
(7040, 4096),10408,1447754551.889036
(577, 7040),10407,1447754552.219912
(3753, 577),10406,1447754552.533558
(7090, 5104),10405,1447754552.862113
(6871, 697),10404,1447754553.177041
(7097, 6564),10403,1447754553.489506
(7327, 6046),10402,1447754553.810345
(7297, 1949),10401,1447754554.135527
(6794, 944),10400,1447754554.524199
(1949, 945),10399,1447754554.840731
(1948, 944),10398,1447754555.149120
(6339, 1203),10397,1447754555.466490
(4353, 6339),10396,1447754555.788865
(6339, 2729),10395,1447754556.105762
(6720, 6719),10394,1447754556.432773
(6721, 1930),10393,1447754556.758167
(6386, 1930),10392,1447754557.070866
(1926, 6386),10391,1447754557.435557
(6386, 1929),10390,1447754557.753872
(6879, 2348),10389,1447754558.054731
(6468, 2865),10388,1447754558.360451
(6468, 807),10387,1447754558.668199
(2348, 2865),10386,1447754558.990053
(2865, 807),10385,1447754559.327780
(1802, 429),10384,1447754559.652181
(3914, 1802),10383,1447754559.986712
(1802, 1801),10382,1447754560.288162
(3914, 807),10381,1447754560.681060
(807, 2348),10380,1447754560.998846
(7125, 2081),10379,1447754561.312992
(3352, 7126),10378,1447754561.643877
(5282, 3352),10377,1447754561.974351
(2081, 2080),10376,1447754562.297711
(5305, 1723),10375,1447754562.610853
(1723, 1674),10374,1447754562.932764
(2677, 1674),10373,1447754563.240039
(1674, 1458),10372,1447754563.621026
(1581, 4326),10371,1447754563.964229
(4084, 1581),10370,1447754564.290805
(1580, 4774),10369,1447754564.620170
(1580, 1579),10368,1447754564.939399
(5588, 2395),10367,1447754565.248154
(6076, 4572),10366,1447754565.555904
(5588, 4572),10365,1447754565.860812
(2395, 2029),10364,1447754566.185578
(3945, 2029),10363,1447754566.490901
(5765, 3742),10362,1447754566.873616
(3742, 3741),10361,1447754567.189147
(7260, 4364),10360,1447754567.520224
(7260, 146),10359,1447754567.822141
(7260, 1648),10358,1447754568.114921
(7272, 5193),10357,1447754568.417878
(7288, 7272),10356,1447754568.748238
(7272, 1554),10355,1447754569.066408
(6442, 1554),10354,1447754569.384502
(1909, 2655),10353,1447754569.756997
(1909, 622),10352,1447754570.076304
(3424, 93),10351,1447754570.384560
(2009, 961),10350,1447754570.687269
(2009, 93),10349,1447754571.001940
(6693, 1964),10348,1447754571.300309
(6693, 961),10347,1447754571.622959
(1964, 93),10346,1447754571.930572
(7303, 2406),10345,1447754572.234618
(5422, 1538),10344,1447754572.563381
(5422, 5369),10343,1447754572.944364
(7303, 1028),10342,1447754573.260556
(3847, 3407),10341,1447754573.576147
(1062, 449),10340,1447754573.888695
(6623, 6622),10339,1447754574.220518
(6623, 1447),10338,1447754574.520684
(5088, 4643),10337,1447754574.839287
(4997, 1447),10336,1447754575.192446
(6398, 5088),10335,1447754575.506382
(3075, 5088),10334,1447754575.887920
(3289, 3102),10333,1447754576.206015
(5211, 3288),10332,1447754576.530595
(3288, 3102),10331,1447754576.848569
(6496, 2656),10330,1447754577.157065
(6497, 2656),10329,1447754577.468193
(2656, 1660),10328,1447754577.775302
(1660, 1322),10327,1447754578.091661
(2273, 3353),10326,1447754578.393100
(2330, 1720),10325,1447754578.716857
(5833, 3353),10324,1447754579.067318
(1720, 5833),10323,1447754579.383615
(3519, 2722),10322,1447754579.724520
(2722, 3468),10321,1447754580.043599
(2722, 620),10320,1447754580.354316
(5276, 4581),10319,1447754580.680394
(4203, 3698),10318,1447754581.036485
(5209, 5384),10317,1447754581.344652
(4205, 4581),10316,1447754581.670767
(5209, 4203),10315,1447754582.064483
(5209, 4581),10314,1447754582.370493
(6659, 2614),10313,1447754582.682376
(6661, 6659),10312,1447754583.015581
(6500, 4061),10311,1447754583.345707
(6338, 6661),10310,1447754583.664868
(6338, 4061),10309,1447754583.971967
(6659, 107),10308,1447754584.296979
(175, 6659),10307,1447754584.626792
(2617, 175),10306,1447754584.965280
(107, 2614),10305,1447754585.330477
(175, 2614),10304,1447754585.668774
(3278, 1395),10303,1447754585.993020
(1560, 1395),10302,1447754586.323164
(2459, 1560),10301,1447754586.631447
(3783, 3386),10300,1447754586.961797
(3386, 676),10299,1447754587.314444
(3051, 676),10298,1447754587.627274
(3187, 3051),10297,1447754587.936115
(3921, 1217),10296,1447754588.323918
(856, 3921),10295,1447754588.635715
(4683, 5732),10294,1447754588.961738
(6352, 2025),10293,1447754589.282959
(3412, 2025),10292,1447754589.613607
(6237, 3412),10291,1447754589.917400
(6525, 2555),10290,1447754590.236349
(6525, 5986),10289,1447754590.558171
(5532, 2555),10288,1447754590.847041
(5532, 786),10287,1447754591.184377
(6637, 1197),10286,1447754591.587403
(3001, 2823),10285,1447754591.917587
(6886, 204),10284,1447754592.252270
(6886, 5567),10283,1447754592.578534
(5029, 1601),10282,1447754592.899844
(4962, 4395),10281,1447754593.219577
(4395, 1601),10280,1447754593.549002
(3560, 4905),10279,1447754593.885603
(7187, 784),10278,1447754594.186189
(784, 6714),10277,1447754594.570168
(5654, 7186),10276,1447754594.897383
(6714, 5654),10275,1447754595.219368
(2839, 1304),10274,1447754595.534869
(2881, 768),10273,1447754595.884913
(2838, 2313),10272,1447754596.217175
(2839, 2838),10271,1447754596.521505
(768, 1349),10270,1447754596.853693
(715, 7105),10269,1447754597.181399
(6402, 7105),10268,1447754597.504692
(5078, 715),10267,1447754597.869075
(5443, 1585),10266,1447754598.196749
(5078, 5443),10265,1447754598.534988
(5078, 3649),10264,1447754598.842661
(1585, 736),10263,1447754599.175312
(6236, 4588),10262,1447754599.489778
(2999, 6236),10261,1447754599.813603
(4588, 2999),10260,1447754600.117797
(6230, 2999),10259,1447754600.436585
(2999, 1777),10258,1447754600.820925
(3459, 7267),10257,1447754601.125800
(7267, 2798),10256,1447754601.432957
(2798, 2287),10255,1447754601.749532
(5312, 4461),10254,1447754602.079921
(2424, 5312),10253,1447754602.407193
(5770, 2424),10252,1447754602.711916
(5671, 4732),10251,1447754603.029032
(6153, 4732),10250,1447754603.342928
(6153, 4156),10249,1447754603.669370
(4884, 4883),10248,1447754604.058287
(4884, 3677),10247,1447754604.376838
(6821, 1272),10246,1447754604.699209
(1272, 2511),10245,1447754605.013309
(3249, 1816),10244,1447754605.330384
(3252, 3249),10243,1447754605.649544
(4004, 2692),10242,1447754605.959105
(6427, 514),10241,1447754606.279093
(2643, 2090),10240,1447754606.586218
(2090, 514),10239,1447754606.956750
(115, 2644),10238,1447754607.263729
(6343, 2117),10237,1447754607.587710
(2117, 5571),10236,1447754607.919981
(2119, 2117),10235,1447754608.231444
(6343, 208),10234,1447754608.562669
(2542, 208),10233,1447754608.885933
(6074, 3838),10232,1447754609.205887
(6074, 3251),10231,1447754609.529680
(3839, 731),10230,1447754609.834456
(3839, 2061),10229,1447754610.192626
(2320, 2265),10228,1447754610.512175
(2843, 2073),10227,1447754610.833712
(2265, 2073),10226,1447754611.169892
(2320, 779),10225,1447754611.502109
(4352, 2729),10224,1447754611.792573
(5082, 1095),10223,1447754612.122327
(5082, 4353),10222,1447754612.419768
(2729, 4353),10221,1447754612.737270
(6223, 4328),10220,1447754613.109684
(4329, 523),10219,1447754613.423149
(7269, 3401),10218,1447754613.744814
(6987, 3329),10217,1447754614.071565
(6987, 1111),10216,1447754614.393339
(1111, 2587),10215,1447754614.709163
(2587, 1112),10214,1447754615.018568
(354, 6001),10213,1447754615.333778
(6079, 6000),10212,1447754615.665638
(1732, 354),10211,1447754615.994133
(5085, 1732),10210,1447754616.369061
(1733, 1732),10209,1447754616.678974
(1564, 3823),10208,1447754616.996903
(3823, 3469),10207,1447754617.338503
(3823, 3468),10206,1447754617.654722
(3006, 2160),10205,1447754617.981654
(3007, 3002),10204,1447754618.291575
(3377, 2774),10203,1447754618.603219
(3465, 2775),10202,1447754618.926709
(5355, 4180),10201,1447754619.327126
(2902, 2901),10200,1447754619.644471
(5651, 844),10199,1447754619.967148
(6709, 5128),10198,1447754620.277596
(844, 3892),10197,1447754620.597716
(844, 843),10196,1447754620.923919
(5911, 3044),10195,1447754621.256293
(5858, 3043),10194,1447754621.573462
(6346, 6344),10193,1447754621.889134
(4476, 2701),10192,1447754622.194934
(6407, 3614),10191,1447754622.571045
(6408, 3614),10190,1447754622.899280
(6618, 6617),10189,1447754623.239567
(6617, 708),10188,1447754623.569850
(7266, 6259),10187,1447754623.910823
(7266, 6188),10186,1447754624.228216
(5715, 258),10185,1447754624.550128
(4624, 5715),10184,1447754624.885725
(5040, 5162),10183,1447754625.204310
(5389, 4624),10182,1447754625.604725
(5389, 4034),10181,1447754625.927525
(7295, 2547),10180,1447754626.259262
(4940, 6630),10179,1447754626.593509
(4940, 2963),10178,1447754626.920417
(4940, 2547),10177,1447754627.250727
(4177, 4176),10176,1447754627.577179
(4175, 2515),10175,1447754627.901190
(4175, 4177),10174,1447754628.217606
(4177, 3551),10173,1447754628.543148
(4362, 6140),10172,1447754628.913373
(5965, 4362),10171,1447754629.235913
(5523, 1209),10170,1447754629.573185
(1209, 5965),10169,1447754629.895288
(1209, 781),10168,1447754630.228080
(4362, 1104),10167,1447754630.547857
(5380, 3919),10166,1447754630.874080
(5380, 2053),10165,1447754631.211067
(5380, 967),10164,1447754631.516793
(2053, 1464),10163,1447754631.890239
(2879, 2789),10162,1447754632.202085
(2879, 3383),10161,1447754632.523608
(2879, 2364),10160,1447754632.829300
(2789, 1854),10159,1447754633.140097
(2879, 1640),10158,1447754633.454734
(4606, 2246),10157,1447754633.775194
(2246, 835),10156,1447754634.104188
(5604, 4864),10155,1447754634.443961
(5604, 2993),10154,1447754634.757184
(7271, 707),10153,1447754635.131510
(5604, 707),10152,1447754635.446759
(4222, 4225),10151,1447754635.776133
(4222, 1462),10150,1447754636.090134
(3055, 643),10149,1447754636.413068
(3055, 3786),10148,1447754636.727010
(7113, 3321),10147,1447754637.040153
(3321, 7112),10146,1447754637.380655
(7113, 2834),10145,1447754637.730758
(3601, 7113),10144,1447754638.098725
(5070, 3601),10143,1447754638.429897
(777, 2889),10142,1447754638.747809
(5070, 2889),10141,1447754639.070752
(6566, 1952),10140,1447754639.384116
(6297, 6566),10139,1447754639.702318
(6566, 6051),10138,1447754640.020146
(950, 6297),10137,1447754640.346734
(6295, 6051),10136,1447754640.679296
(1903, 950),10135,1447754640.999710
(2610, 6414),10134,1447754641.391709
(1273, 6950),10133,1447754641.744717
(6950, 1011),10132,1447754642.077960
(2610, 1011),10131,1447754642.399822
(6414, 171),10130,1447754642.715607
(4531, 3743),10129,1447754643.049327
(1676, 4531),10128,1447754643.357259
(3743, 4263),10127,1447754643.684992
(4265, 4263),10126,1447754643.999258
(3142, 7061),10125,1447754644.391288
(4430, 1594),10124,1447754644.715140
(4430, 337),10123,1447754645.030154
(4430, 3537),10122,1447754645.350236
(3159, 4387),10121,1447754645.692855
(4387, 3846),10120,1447754646.008911
(4387, 2178),10119,1447754646.333738
(4051, 5390),10118,1447754646.665325
(3871, 3351),10117,1447754646.961516
(3303, 2327),10116,1447754647.269544
(3351, 2328),10115,1447754647.641151
(3303, 2328),10114,1447754647.941011
(3631, 3629),10113,1447754648.264272
(3629, 3400),10112,1447754648.585777
(3215, 3103),10111,1447754648.924632
(3071, 5227),10110,1447754649.230152
(5048, 5227),10109,1447754649.576987
(5048, 3071),10108,1447754649.907512
(5048, 4247),10107,1447754650.229212
(6761, 1971),10106,1447754650.600268
(6761, 1501),10105,1447754650.913791
(5440, 81),10104,1447754651.222384
(4950, 3045),10103,1447754651.538070
(5558, 1741),10102,1447754651.843221
(5557, 2058),10101,1447754652.166214
(4599, 2010),10100,1447754652.489896
(4599, 622),10099,1447754652.815859
(4807, 622),10098,1447754653.124383
(2929, 1808),10097,1447754653.484538
(4368, 2928),10096,1447754653.872607
(858, 2870),10095,1447754654.186588
(2929, 2358),10094,1447754654.519283
(2928, 2358),10093,1447754654.830948
(1428, 3912),10092,1447754655.153817
(2922, 1428),10091,1447754655.483453
(3912, 802),10090,1447754655.804767
(802, 721),10089,1447754656.131614
(6370, 2537),10088,1447754656.458735
(6368, 2537),10087,1447754656.825315
(2000, 109),10086,1447754657.150092
(6370, 2000),10085,1447754657.466642
(2570, 6880),10084,1447754657.793084
(3800, 3563),10083,1447754658.107068
(6880, 3563),10082,1447754658.432518
(6880, 3567),10081,1447754658.749453
(4540, 3567),10080,1447754659.068016
(4842, 3567),10079,1447754659.384500
(3800, 2570),10078,1447754659.702342
(6880, 1691),10077,1447754660.080960
(4842, 3797),10076,1447754660.412482
(3437, 296),10075,1447754660.730370
(3440, 3437),10074,1447754661.052224
(3436, 1865),10073,1447754661.366644
(3436, 3435),10072,1447754661.683386
(5186, 4012),10071,1447754662.027546
(4012, 4182),10070,1447754662.338375
(5357, 5186),10069,1447754662.663639
(5336, 4730),10068,1447754663.037576
(4730, 2302),10067,1447754663.367515
(4829, 3583),10066,1447754663.691515
(6762, 5284),10065,1447754664.000571
(5284, 912),10064,1447754664.322971
(5772, 4777),10063,1447754664.652371
(5772, 2572),10062,1447754664.984712
(4776, 3031),10061,1447754665.292205
(3264, 2572),10060,1447754665.625347
(3031, 5771),10059,1447754665.939372
(1573, 3711),10058,1447754666.324387
(1572, 1139),10057,1447754666.647251
(1573, 1572),10056,1447754666.968331
(3711, 3068),10055,1447754667.321237
(3366, 3176),10054,1447754667.639057
(7061, 3807),10053,1447754667.962963
(7061, 50),10052,1447754668.299370
(49, 3486),10051,1447754668.614638
(5962, 7061),10050,1447754668.952280
(5962, 49),10049,1447754669.348840
(2149, 5962),10048,1447754669.657797
(1427, 2055),10047,1447754669.981172
(6728, 7025),10046,1447754670.298779
(6728, 1941),10045,1447754670.621826
(7025, 1427),10044,1447754670.931651
(5236, 6838),10043,1447754671.247178
(5236, 5184),10042,1447754671.557887
(5032, 3989),10041,1447754671.873474
(4466, 5032),10040,1447754672.195672
(4466, 5031),10039,1447754672.565822
(4969, 3989),10038,1447754672.896357
(1531, 818),10037,1447754673.239801
(1531, 4969),10036,1447754673.568621
(4094, 2308),10035,1447754673.892532
(4094, 2812),10034,1447754674.233542
(2812, 3023),10033,1447754674.543058
(338, 2308),10032,1447754674.857722
(4093, 2308),10031,1447754675.184015
(5660, 1290),10030,1447754675.575425
(1290, 513),10029,1447754675.903149
(7227, 4692),10028,1447754676.213745
(2746, 4692),10027,1447754676.544829
(4692, 1460),10026,1447754676.866166
(1460, 2096),10025,1447754677.201730
(5280, 5279),10024,1447754677.526639
(6974, 5279),10023,1447754677.855446
(669, 5038),10022,1447754678.175941
(5038, 2760),10021,1447754678.507800
(6624, 5616),10020,1447754678.889843
(6104, 6399),10019,1447754679.213728
(7213, 6624),10018,1447754679.530918
(7213, 5613),10017,1447754679.855327
(6399, 6624),10016,1447754680.175248
(5613, 5258),10015,1447754680.507714
(7084, 6863),10014,1447754680.826526
(6864, 6551),10013,1447754681.160136
(6863, 4335),10012,1447754681.496866
(3176, 1401),10011,1447754681.847050
(3176, 3235),10010,1447754682.185901
(3747, 3234),10009,1447754682.512009
(2004, 1415),10008,1447754682.839841
(1415, 305),10007,1447754683.148067
(6900, 1077),10006,1447754683.470522
(1146, 5802),10005,1447754683.787097
(4510, 489),10004,1447754684.123279
(5802, 1077),10003,1447754684.437386
(1146, 489),10002,1447754684.755767
(4992, 3652),10001,1447754685.143019
(6611, 4147),10000,1447754685.487360
(5603, 4147),9999,1447754685.806932
(4992, 3718),9998,1447754686.129424
(4290, 3718),9997,1447754686.461011
(6098, 3652),9996,1447754686.779285
(3235, 3234),9995,1447754687.108535
(3234, 3582),9994,1447754687.429461
(3234, 1401),9993,1447754687.726935
(6192, 3005),9992,1447754688.114775
(3005, 161),9991,1447754688.435113
(6480, 3453),9990,1447754688.745950
(3607, 7258),9989,1447754689.073755
(7258, 6480),9988,1447754689.411057
(3461, 1151),9987,1447754689.736481
(3040, 530),9986,1447754690.048069
(5460, 203),9985,1447754690.367330
(7089, 5095),9984,1447754690.677204
(6793, 5447),9983,1447754691.010460
(1165, 315),9982,1447754691.370518
(6895, 4549),9981,1447754691.699447
(1075, 76),9980,1447754692.026756
(4588, 2872),9979,1447754692.336323
(4588, 5257),9978,1447754692.653868
(4588, 5635),9977,1447754692.965449
(5635, 1777),9976,1447754693.304148
(1699, 5756),9975,1447754693.625446
(2398, 2147),9974,1447754693.940849
(2147, 1699),9973,1447754694.333903
(2398, 2148),9972,1447754694.652782
(2461, 933),9971,1447754694.971435
(933, 1379),9970,1447754695.294536
(2461, 1944),9969,1447754695.603286
(1379, 38),9968,1447754695.931689
(7196, 1692),9967,1447754696.254813
(6035, 1692),9966,1447754696.578380
(4543, 1692),9965,1447754696.897317
(6644, 2766),9964,1447754697.211409
(6644, 6643),9963,1447754697.585605
(6643, 1789),9962,1447754697.904153
(5516, 1051),9961,1447754698.217241
(1051, 4695),9960,1447754698.536750
(5516, 5668),9959,1447754698.857233
(4695, 4528),9958,1447754699.168228
(6780, 1946),9957,1447754699.497139
(4700, 1946),9956,1447754699.788859
(1939, 4420),9955,1447754700.115267
(5964, 4948),9954,1447754700.483371
(5964, 5089),9953,1447754700.812295
(3275, 5089),9952,1447754701.133655
(5089, 4456),9951,1447754701.440165
(5492, 3686),9950,1447754701.752691
(3686, 1695),9949,1447754702.069033
(7005, 4456),9948,1447754702.386705
(6918, 1241),9947,1447754702.715272
(7123, 6914),9946,1447754703.035917
(6918, 1240),9945,1447754703.343555
(5300, 2018),9944,1447754703.701994
(6951, 2018),9943,1447754704.000482
(565, 1972),9942,1447754704.328733
(3580, 5775),9941,1447754704.662943
(4088, 5775),9940,1447754704.987958
(4464, 5775),9939,1447754705.317725
(4464, 4463),9938,1447754705.626438
(4088, 3236),9937,1447754705.930864
(4862, 4117),9936,1447754706.260382
(4862, 1042),9935,1447754706.644948
(1279, 4866),9934,1447754706.951622
(6973, 3066),9933,1447754707.276802
