source,target,num_edges,timestamp
2913,291,23555,1448100642.046826
4814,2210,23554,1448100643.001162
6256,792,23553,1448100643.966260
6256,6255,23552,1448100644.928572
1923,1413,23551,1448100645.889766
6254,1415,23550,1448100646.850929
6255,1415,23549,1448100647.832130
1872,305,23548,1448100648.795947
305,7316,23547,1448100649.760171
1726,1693,23546,1448100650.726362
5728,3716,23545,1448100651.706566
2132,668,23544,1448100652.667295
5295,3010,23543,1448100653.629593
4889,3994,23542,1448100654.594272
5728,5727,23541,1448100655.571282
5985,450,23540,1448100656.532168
167,103,23539,1448100657.492218
392,167,23538,1448100658.457168
1877,2912,23537,1448100659.432208
1873,420,23536,1448100660.391265
291,414,23535,1448100661.347994
7198,1045,23534,1448100662.310322
6994,1045,23533,1448100663.287734
5757,1297,23532,1448100664.247670
5757,3806,23531,1448100665.212171
4814,2667,23530,1448100666.172372
5530,2210,23529,1448100667.149491
4815,7191,23528,1448100668.109296
3940,1251,23527,1448100669.067455
4322,4258,23526,1448100670.024817
5332,3975,23525,1448100670.996138
6909,1251,23524,1448100671.950202
6539,3941,23523,1448100672.904575
6654,137,23522,1448100673.857845
6654,2609,23521,1448100674.837287
3527,3144,23520,1448100675.785585
5071,3527,23519,1448100676.739176
6467,3144,23518,1448100677.690597
7241,1693,23517,1448100678.663322
4146,5227,23516,1448100679.615211
4288,5227,23515,1448100680.568274
6846,2403,23514,1448100681.524846
4452,4317,23513,1448100682.495984
4257,3319,23512,1448100683.451065
2854,2336,23511,1448100684.405209
3635,3975,23510,1448100685.358371
4376,3216,23509,1448100686.328172
4452,4257,23508,1448100687.280500
2609,2165,23507,1448100688.233849
6654,169,23506,1448100689.189509
5332,3216,23505,1448100690.159137
2609,169,23504,1448100691.113988
6588,2165,23503,1448100692.064581
6185,2463,23502,1448100693.013026
6029,3364,23501,1448100693.978678
6029,2338,23500,1448100694.925681
420,1875,23499,1448100695.876264
2914,1875,23498,1448100696.825280
2914,793,23497,1448100697.790482
6588,137,23496,1448100698.735046
5072,6126,23495,1448100699.682184
3110,1452,23494,1448100700.630335
2565,2403,23493,1448100701.595219
6994,2464,23492,1448100702.542596
6599,6028,23491,1448100703.493743
1684,1399,23490,1448100704.442399
6846,6783,23489,1448100705.408827
6915,6028,23488,1448100706.355560
1399,6783,23487,1448100707.302837
6599,2565,23486,1448100708.250399
6558,759,23485,1448100709.213476
1693,732,23484,1448100710.161987
1546,291,23483,1448100711.108663
5513,2047,23482,1448100712.051432
392,563,23481,1448100713.011171
2482,6412,23480,1448100713.956314
6027,3134,23479,1448100714.905327
3134,1684,23478,1448100715.851878
2180,1745,23477,1448100716.816665
4957,4956,23476,1448100717.762328
4820,1251,23475,1448100718.707147
5963,934,23474,1448100719.652532
6816,4105,23473,1448100720.608573
2482,630,23472,1448100721.551078
4960,1099,23471,1448100722.493703
6913,2695,23470,1448100723.436038
6375,1098,23469,1448100724.396225
6121,6059,23468,1448100725.337244
630,167,23467,1448100726.281295
3132,4058,23466,1448100727.224074
3680,838,23465,1448100728.183853
1597,8,23464,1448100729.129282
6366,1996,23463,1448100730.081799
6070,736,23462,1448100731.035586
6125,5578,23461,1448100731.976472
4067,1086,23460,1448100732.936938
6424,111,23459,1448100733.878965
6312,1997,23458,1448100734.826272
4239,3133,23457,1448100735.768287
1918,992,23456,1448100736.725594
6598,1571,23455,1448100737.669098
3010,1326,23454,1448100738.610242
2612,307,23453,1448100739.549930
3111,1452,23452,1448100740.509408
6827,1571,23451,1448100741.452976
6030,1683,23450,1448100742.396565
5757,2150,23449,1448100743.337139
2695,6027,23448,1448100744.293070
6302,2912,23447,1448100745.233592
6367,990,23446,1448100746.172587
1409,5864,23445,1448100747.113890
6313,5864,23444,1448100748.071329
5657,5139,23443,1448100749.011701
5864,1996,23442,1448100749.954988
3048,6027,23441,1448100750.894955
2010,622,23440,1448100751.854169
6558,758,23439,1448100752.793013
7093,5117,23438,1448100753.736046
4599,622,23437,1448100754.690988
3050,4806,23436,1448100755.655738
5327,3632,23435,1448100756.602097
7093,5868,23434,1448100757.541405
6825,4000,23433,1448100758.482255
1908,957,23432,1448100759.441965
4806,959,23431,1448100760.385703
4952,1,23430,1448100761.326294
4560,598,23429,1448100762.265265
2481,1664,23428,1448100763.222139
3081,113,23427,1448100764.162459
2203,954,23426,1448100765.104567
6693,908,23425,1448100766.043952
1979,1978,23424,1448100766.997278
1294,288,23423,1448100767.932055
2536,2535,23422,1448100768.872214
1495,990,23421,1448100769.810069
6305,5060,23420,1448100770.766439
1452,1385,23419,1448100771.701631
6065,5577,23418,1448100772.631882
6123,3071,23417,1448100773.567072
5228,4288,23416,1448100774.520412
3291,3217,23415,1448100775.457758
4712,6360,23414,1448100776.391421
563,103,23413,1448100777.329668
6908,392,23412,1448100778.283756
6027,3308,23411,1448100779.219296
6754,5120,23410,1448100780.154926
4599,2010,23409,1448100781.090344
6350,3667,23408,1448100782.043167
1100,1951,23407,1448100782.978665
4712,3549,23406,1448100783.914455
5969,1100,23405,1448100784.848558
6304,4613,23404,1448100785.802675
4172,2511,23403,1448100786.740822
5851,673,23402,1448100787.674079
5851,1327,23401,1448100788.611717
6820,1272,23400,1448100789.567307
6017,3680,23399,1448100790.503871
2885,1221,23398,1448100791.437299
5295,3870,23397,1448100792.373665
5540,5295,23396,1448100793.323962
5660,1290,23395,1448100794.261557
5579,1522,23394,1448100795.198087
3900,1363,23393,1448100796.135272
6114,1454,23392,1448100797.088896
6309,1283,23391,1448100798.023086
6113,6302,23390,1448100798.959396
6260,5727,23389,1448100799.895976
6181,5578,23388,1448100800.844061
5074,1522,23387,1448100801.774658
5579,5578,23386,1448100802.710326
5074,5728,23385,1448100803.644761
6131,6068,23384,1448100804.597517
4347,6260,23383,1448100805.533614
7243,5727,23382,1448100806.468347
912,450,23381,1448100807.401406
957,6754,23380,1448100808.353290
6559,954,23379,1448100809.289178
7074,5969,23378,1448100810.225566
7074,1663,23377,1448100811.161282
3132,2567,23376,1448100812.112216
6821,6820,23375,1448100813.046735
5708,6821,23374,1448100813.980762
6821,1272,23373,1448100814.913469
4716,4168,23372,1448100815.862925
4172,3994,23371,1448100816.797391
5851,4608,23370,1448100817.733443
6295,6051,23369,1448100818.663715
2443,2441,23368,1448100819.616981
5882,1614,23367,1448100820.553436
410,6824,23366,1448100821.485459
6752,908,23365,1448100822.419398
3001,2823,23364,1448100823.368999
6637,1197,23363,1448100824.302039
1819,1307,23362,1448100825.237657
6762,912,23361,1448100826.171594
3150,2576,23360,1448100827.123162
851,280,23359,1448100828.060072
851,279,23358,1448100828.996229
1126,5081,23357,1448100829.932069
3120,1450,23356,1448100830.884744
6113,5138,23355,1448100831.815290
417,5656,23354,1448100832.747035
418,1877,23353,1448100833.680942
2912,312,23352,1448100834.630740
5329,1307,23351,1448100835.559669
5329,5328,23350,1448100836.489601
7243,7165,23349,1448100837.421435
6131,5074,23348,1448100838.374340
3741,5765,23347,1448100839.304603
4264,5585,23346,1448100840.235898
3975,3290,23345,1448100841.164151
3169,77,23344,1448100842.114717
6908,3620,23343,1448100843.047896
1152,1087,23342,1448100843.985127
2132,1326,23341,1448100844.916725
307,5295,23340,1448100845.866966
4807,2655,23339,1448100846.801839
7191,5485,23338,1448100847.734027
5646,2673,23337,1448100848.669011
4103,2504,23336,1448100849.621589
2649,1953,23335,1448100850.553946
5709,5708,23334,1448100851.488854
5709,2134,23333,1448100852.420136
4168,953,23332,1448100853.371831
1615,6050,23331,1448100854.303874
1272,2511,23330,1448100855.232003
4716,2504,23329,1448100856.160442
4796,1957,23328,1448100857.092762
1906,4796,23327,1448100858.037724
2718,2443,23326,1448100858.969615
3376,2718,23325,1448100859.899500
1642,768,23324,1448100860.829594
6959,3016,23323,1448100861.771294
6290,760,23322,1448100862.702776
5881,5880,23321,1448100863.632852
3164,826,23320,1448100864.560073
4715,1904,23319,1448100865.507075
5881,553,23318,1448100866.440272
4065,3982,23317,1448100867.367573
5179,3999,23316,1448100868.297169
5740,896,23315,1448100869.245559
6176,3128,23314,1448100870.175246
3680,450,23313,1448100871.102889
2646,1951,23312,1448100872.033393
4680,1302,23311,1448100872.981770
5082,731,23310,1448100873.910386
5082,1095,23309,1448100874.839187
5328,3290,23308,1448100875.768099
3290,3105,23307,1448100876.712342
3105,4254,23306,1448100877.643609
4314,4254,23305,1448100878.575230
5329,4314,23304,1448100879.503955
1895,1779,23303,1448100880.449779
2196,1189,23302,1448100881.378467
5744,1403,23301,1448100882.309361
2031,1027,23300,1448100883.239070
2815,751,23299,1448100884.184990
2815,2031,23298,1448100885.112325
1027,965,23297,1448100886.042353
4968,550,23296,1448100886.968248
5490,751,23295,1448100887.913154
6640,333,23294,1448100888.838552
6637,3375,23293,1448100889.768415
7330,6685,23292,1448100890.694207
6296,893,23291,1448100891.639125
948,890,23290,1448100892.568716
1609,554,23289,1448100893.497924
954,4794,23288,1448100894.428324
3016,176,23287,1448100895.375321
5584,349,23286,1448100896.302073
3308,1684,23285,1448100897.230594
2275,2465,23284,1448100898.158783
2465,934,23283,1448100899.101911
6918,1241,23282,1448100900.029123
3363,1673,23281,1448100900.956892
2564,2464,23280,1448100901.883832
1410,6317,23279,1448100902.830994
1800,3794,23278,1448100903.757410
3794,751,23277,1448100904.684622
4807,4599,23276,1448100905.610915
5420,2655,23275,1448100906.555523
5419,5121,23274,1448100907.485498
4059,3309,23273,1448100908.414933
3425,836,23272,1448100909.342768
4807,622,23271,1448100910.298900
6844,1673,23270,1448100911.228652
6819,4108,23269,1448100912.150201
6687,4340,23268,1448100913.075864
2015,2044,23267,1448100914.019498
4563,4448,23266,1448100914.948022
1995,988,23265,1448100915.877824
6376,1915,23264,1448100916.802491
1877,312,23263,1448100917.745397
4346,6340,23262,1448100918.670044
