source,target,num_edges,timestamp
2729,1086,23555,1448108672.377225
4063,2247,23554,1448108673.320272
1414,922,23553,1448108674.277560
2844,2967,23552,1448108675.218729
5122,4601,23551,1448108676.163158
834,369,23550,1448108677.109429
7315,2845,23549,1448108678.072298
4599,2010,23548,1448108679.020808
2844,1417,23547,1448108679.970032
2845,2844,23546,1448108680.916360
2967,2845,23545,1448108681.881568
2967,305,23544,1448108682.827586
1872,306,23543,1448108683.777857
7316,3900,23542,1448108684.722138
3424,4807,23541,1448108685.685056
2967,306,23540,1448108686.632554
1910,678,23539,1448108687.578145
2245,961,23538,1448108688.525795
369,4600,23537,1448108689.488570
923,2844,23536,1448108690.435731
7316,1037,23535,1448108691.381808
305,2004,23534,1448108692.323836
1414,923,23533,1448108693.279246
7315,1417,23532,1448108694.228162
3835,3247,23531,1448108695.173904
3247,1910,23530,1448108696.121285
5420,3080,23529,1448108697.089169
4560,598,23528,1448108698.031488
3079,2247,23527,1448108698.981458
7139,3079,23526,1448108699.929471
7139,2247,23525,1448108700.890999
6257,2845,23524,1448108701.836719
6420,384,23523,1448108702.784095
7112,2874,23522,1448108703.729315
4000,2510,23521,1448108704.694627
740,41,23520,1448108705.632030
5419,3425,23519,1448108706.573590
5418,3883,23518,1448108707.511388
6773,2451,23517,1448108708.470611
6773,777,23516,1448108709.414297
5420,2655,23515,1448108710.369251
2889,774,23514,1448108711.315729
2889,1310,23513,1448108712.277341
6959,110,23512,1448108713.222418
6375,1098,23511,1448108714.162986
1099,6375,23510,1448108715.104811
3389,7119,23509,1448108716.068183
5815,394,23508,1448108717.015452
6257,1417,23507,1448108717.957809
922,1524,23506,1448108718.905081
1524,1414,23505,1448108719.865263
6375,1524,23504,1448108720.807561
3010,1326,23503,1448108721.751483
5295,3010,23502,1448108722.696519
2132,3621,23501,1448108723.651618
3621,668,23500,1448108724.595738
3550,2501,23499,1448108725.535938
307,137,23498,1448108726.480508
6654,2609,23497,1448108727.442803
1523,1524,23496,1448108728.382059
2501,4756,23495,1448108729.321899
6334,1794,23494,1448108730.264134
6334,1793,23493,1448108731.223027
3621,137,23492,1448108732.165353
2510,723,23491,1448108733.110296
7329,1497,23490,1448108734.055007
1497,198,23489,1448108735.006591
6654,3011,23488,1448108735.946235
1851,2832,23487,1448108736.887119
3181,383,23486,1448108737.831120
5562,2602,23485,1448108738.791187
6646,1846,23484,1448108739.733665
2727,677,23483,1448108740.679274
4957,4956,23482,1448108741.616301
5046,4323,23481,1448108742.576647
4323,5020,23480,1448108743.516190
7072,3609,23479,1448108744.457234
1982,72,23478,1448108745.398117
2132,1326,23477,1448108746.353391
41,794,23476,1448108747.293389
2048,190,23475,1448108748.236266
6141,4869,23474,1448108749.175548
6256,305,23473,1448108750.133500
1041,923,23472,1448108751.073356
1037,1872,23471,1448108752.013500
1622,3406,23470,1448108752.947967
1471,6187,23469,1448108753.905464
6482,3609,23468,1448108754.846246
5740,1017,23467,1448108755.784806
5740,896,23466,1448108756.725695
1906,896,23465,1448108757.681304
1957,896,23464,1448108758.625322
7329,1963,23463,1448108759.564305
6908,392,23462,1448108760.502638
2844,306,23461,1448108761.443119
5399,5047,23460,1448108762.397056
5020,5765,23459,1448108763.335890
1524,6378,23458,1448108764.274835
1041,6256,23457,1448108765.214426
6840,1934,23456,1448108766.172286
1924,924,23455,1448108767.111794
4295,433,23454,1448108768.050921
6324,435,23453,1448108768.988494
4066,6960,23452,1448108769.945305
4063,178,23451,1448108770.886258
6960,385,23450,1448108771.826214
6960,1773,23449,1448108772.758000
6423,6421,23448,1448108773.712517
2600,3779,23447,1448108774.649616
3779,2263,23446,1448108775.589401
730,4378,23445,1448108776.530376
4956,1099,23444,1448108777.483862
1923,1413,23443,1448108778.419107
7021,1924,23442,1448108779.354572
41,190,23441,1448108780.293004
1925,2054,23440,1448108781.245343
6908,563,23439,1448108782.184929
6888,4495,23438,1448108783.119085
4960,535,23437,1448108784.057099
3481,2044,23436,1448108785.012207
4277,3254,23435,1448108785.951007
3191,3188,23434,1448108786.885386
5480,1122,23433,1448108787.822699
4323,2391,23432,1448108788.777215
3741,3571,23431,1448108789.709893
4882,4454,23430,1448108790.647201
4323,4882,23429,1448108791.584606
6054,1622,23428,1448108792.539975
4756,3676,23427,1448108793.478175
4103,4102,23426,1448108794.414727
3483,112,23425,1448108795.356585
7329,198,23424,1448108796.311615
4796,1957,23423,1448108797.248014
1906,4796,23422,1448108798.185174
6296,893,23421,1448108799.119666
4957,535,23420,1448108800.073064
3481,2015,23419,1448108801.008127
1203,2044,23418,1448108801.944281
1922,1413,23417,1448108802.876944
1597,8,23416,1448108803.830042
1098,537,23415,1448108804.770812
6424,4065,23414,1448108805.711119
4454,3742,23413,1448108806.645697
1122,3188,23412,1448108807.603718
2602,1497,23411,1448108808.543805
7140,3081,23410,1448108809.482403
2602,1017,23409,1448108810.422630
3776,3775,23408,1448108811.376822
4506,4496,23407,1448108812.318253
7072,72,23406,1448108813.254881
5565,1037,23405,1448108814.193069
1497,444,23404,1448108815.156871
3776,7329,23403,1448108816.089943
3242,3833,23402,1448108817.031819
3833,2604,23401,1448108817.969094
2604,6446,23400,1448108818.924455
2833,342,23399,1448108819.865858
2834,2833,23398,1448108820.804896
7007,5966,23397,1448108821.744640
2646,3173,23396,1448108822.699258
6446,444,23395,1448108823.638965
5078,3649,23394,1448108824.574204
4561,2,23393,1448108825.510643
7140,4066,23392,1448108826.466180
6340,5023,23391,1448108827.405524
180,178,23390,1448108828.340272
6424,111,23389,1448108829.281805
4346,6340,23388,1448108830.253830
1152,1087,23387,1448108831.192996
4352,2729,23386,1448108832.128476
6908,3620,23385,1448108833.066609
5728,3649,23384,1448108834.021459
6378,2845,23383,1448108834.964294
2967,6255,23382,1448108835.909112
1415,1413,23381,1448108836.847386
1041,7315,23380,1448108837.803353
5722,1500,23379,1448108838.741091
4960,1099,23378,1448108839.679835
1500,5045,23377,1448108840.614650
6651,563,23376,1448108841.567788
7315,923,23375,1448108842.504371
6340,1099,23374,1448108843.439609
1415,305,23373,1448108844.375626
1041,2004,23372,1448108845.327343
922,2004,23371,1448108846.264944
1545,792,23370,1448108847.201504
2845,923,23369,1448108848.139336
7271,2993,23368,1448108849.094525
7271,5604,23367,1448108850.033228
5604,5613,23366,1448108850.973732
7213,5258,23365,1448108851.910939
4641,706,23364,1448108852.863542
678,2245,23363,1448108853.797487
3078,3477,23362,1448108854.734676
444,198,23361,1448108855.673418
2203,954,23360,1448108856.630476
3250,6336,23359,1448108857.560653
6336,1662,23358,1448108858.497427
3945,348,23357,1448108859.432782
4572,348,23356,1448108860.385971
4959,3675,23355,1448108861.322915
706,4994,23354,1448108862.257806
7213,5613,23353,1448108863.193756
5482,3943,23352,1448108864.139357
5482,3053,23351,1448108865.074837
5121,3425,23350,1448108866.008858
