source,target,num_edges,timestamp
5543,1253,23555,1448074641.056261
5697,6825,23554,1448074641.989388
4000,2510,23553,1448074642.934367
1872,306,23552,1448074643.871096
2004,6378,23551,1448074644.808042
7316,3900,23550,1448074645.742741
1491,501,23549,1448074646.692829
501,5861,23548,1448074647.623269
6364,501,23547,1448074648.559319
5861,503,23546,1448074649.491219
175,6659,23545,1448074650.436709
2617,6500,23544,1448074651.371492
6500,6659,23543,1448074652.300299
5738,3015,23542,1448074653.232575
6703,5647,23541,1448074654.180111
101,5647,23540,1448074655.113057
1253,165,23539,1448074656.045589
5844,5647,23538,1448074656.975070
3618,5125,23537,1448074657.924657
5125,1253,23536,1448074658.852239
4605,840,23535,1448074659.783148
5815,394,23534,1448074660.715440
5861,1491,23533,1448074661.663444
1495,990,23532,1448074662.592261
1994,1492,23531,1448074663.524444
1493,502,23530,1448074664.455784
7137,6958,23529,1448074665.401731
7031,6703,23528,1448074666.332579
5123,5647,23527,1448074667.262526
4175,2515,23526,1448074668.190196
4175,901,23525,1448074669.135130
5697,5696,23524,1448074670.062374
389,6706,23523,1448074670.990345
4175,4177,23522,1448074671.921650
6952,105,23521,1448074672.864884
6748,2654,23520,1448074673.794626
5698,723,23519,1448074674.720045
6654,2609,23518,1448074675.649431
3622,104,23517,1448074676.599133
5114,1228,23516,1448074677.524027
4356,4355,23515,1448074678.452115
5695,6701,23514,1448074679.379549
1273,1011,23513,1448074680.323926
2163,844,23512,1448074681.248655
6413,3618,23511,1448074682.174310
4061,106,23510,1448074683.099925
6954,6338,23509,1448074684.042565
1088,533,23508,1448074684.966763
6907,6315,23507,1448074685.893271
6658,6957,23506,1448074686.818355
6956,6957,23505,1448074687.768809
417,5656,23504,1448074688.698676
4355,5585,23503,1448074689.625296
840,841,23502,1448074690.552318
6591,1253,23501,1448074691.498054
841,101,23500,1448074692.419991
4376,4254,23499,1448074693.344919
6825,5696,23498,1448074694.267634
5123,839,23497,1448074695.214090
6591,2012,23496,1448074696.139722
5125,840,23495,1448074697.063983
5647,5697,23494,1448074697.995115
6526,5532,23493,1448074698.939839
6022,6538,23492,1448074699.864435
6707,841,23491,1448074700.788588
311,5137,23490,1448074701.718668
3290,3105,23489,1448074702.658027
5560,1905,23488,1448074703.584467
3105,4254,23487,1448074704.510671
5880,1905,23486,1448074705.434635
5881,954,23485,1448074706.375264
6129,5585,23484,1448074707.302949
6660,6956,23483,1448074708.228609
6957,108,23482,1448074709.154244
5564,6662,23481,1448074710.093484
6316,2000,23480,1448074711.019703
5328,1307,23479,1448074711.946722
5656,5137,23478,1448074712.869038
6525,5532,23477,1448074713.808770
6590,5852,23476,1448074714.728817
5,4,23475,1448074715.656129
5137,512,23474,1448074716.582768
5140,6308,23473,1448074717.522883
6308,283,23472,1448074718.444778
284,1283,23471,1448074719.372512
5329,5328,23470,1448074720.295491
6581,6528,23469,1448074721.234127
4892,1093,23468,1448074722.154431
283,5659,23467,1448074723.077169
2612,838,23466,1448074724.001161
6414,173,23465,1448074724.945750
307,137,23464,1448074725.861888
1404,283,23463,1448074726.783560
5140,1404,23462,1448074727.701052
5655,848,23461,1448074728.622785
5659,1283,23460,1448074729.559803
4614,5140,23459,1448074730.481923
5660,1290,23458,1448074731.405837
6907,561,23457,1448074732.327087
6309,1290,23456,1448074733.268150
4955,534,23455,1448074734.188813
4955,1158,23454,1448074735.109450
3603,1853,23453,1448074736.026892
5329,4314,23452,1448074736.963700
6745,6744,23451,1448074737.886852
7115,1853,23450,1448074738.806178
2514,2513,23449,1448074739.723325
5295,3870,23448,1448074740.661450
6709,844,23447,1448074741.588218
5822,5532,23446,1448074742.507065
1819,1307,23445,1448074743.424195
7164,5055,23444,1448074744.357052
4153,134,23443,1448074745.278322
6302,4612,23442,1448074746.198679
1874,791,23441,1448074747.122249
6706,841,23440,1448074748.057750
6707,389,23439,1448074748.978005
840,2012,23438,1448074749.899985
6014,5297,23437,1448074750.824720
4609,849,23436,1448074751.757888
7189,4609,23435,1448074752.679128
5655,4609,23434,1448074753.600238
5657,1877,23433,1448074754.519027
3664,3530,23432,1448074755.459051
2163,101,23431,1448074756.375694
5905,3728,23430,1448074757.297228
5565,1037,23429,1448074758.218916
5651,844,23428,1448074759.155090
3984,561,23427,1448074760.075597
5306,3873,23426,1448074760.993016
6054,2048,23425,1448074761.910748
1998,561,23424,1448074762.840679
503,502,23423,1448074763.760778
4688,1037,23422,1448074764.683673
4869,306,23421,1448074765.596445
1037,4869,23420,1448074766.532499
1545,4869,23419,1448074767.447924
6141,4869,23418,1448074768.369416
6313,561,23417,1448074769.289158
1872,305,23416,1448074770.228089
305,7316,23415,1448074771.147341
2967,305,23414,1448074772.068221
7137,109,23413,1448074772.986212
6958,6957,23412,1448074773.920528
6832,5183,23411,1448074774.834791
5237,4181,23410,1448074775.754590
6249,6248,23409,1448074776.668345
916,109,23408,1448074777.606757
2163,5543,23407,1448074778.526443
165,101,23406,1448074779.444526
6538,2676,23405,1448074780.363079
6022,2012,23404,1448074781.301874
7138,2001,23403,1448074782.221168
3903,420,23402,1448074783.140955
4007,2945,23401,1448074784.060502
6371,457,23400,1448074784.995088
5345,457,23399,1448074785.913689
1814,2837,23398,1448074786.833768
5741,2837,23397,1448074787.755318
4172,2511,23396,1448074788.688500
6840,1934,23395,1448074789.602458
6776,6724,23394,1448074790.516683
6840,6776,23393,1448074791.435958
6720,1423,23392,1448074792.368264
5656,4612,23391,1448074793.286092
4014,1366,23390,1448074794.207988
1622,5144,23389,1448074795.124656
6055,191,23388,1448074796.061311
1802,1801,23387,1448074796.982320
429,1801,23386,1448074797.899448
6325,6324,23385,1448074798.820911
3117,1281,23384,1448074799.753803
1404,1877,23383,1448074800.668880
1097,7,23382,1448074801.589899
